"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01247","x","x","MA1247","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J90","x","08","11",2004,"x","x","08.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paraíso","x","Fazenda Mimoso; Médio Rio Sucuriú","19°02'58""S","52°52'27""W","-19.049444","-52.874167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 14; antebraço (mm): 35,9","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01247","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01248","x","x","MA1248","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J91","x","08","11",2004,"x","x","08.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paraíso","x","Fazenda Mimoso; Médio Rio Sucuriú","19°02'58""S","52°52'27""W","-19.049444","-52.874167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 51,5; antebraço (mm): 64,3","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01248","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01249","x","x","MA1249","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J92","x","08","11",2004,"x","x","08.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paraíso","x","Fazenda Mimoso; Médio Rio Sucuriú","19°02'58""S","52°52'27""W","-19.049444","-52.874167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 9; antebraço (mm): 34,6","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01249","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01250","x","x","MA1250","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J93","x","08","11",2004,"x","x","08.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paraíso","x","Fazenda Mimoso; Médio Rio Sucuriú","19°02'58""S","52°52'27""W","-19.049444","-52.874167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 22; antebraço (mm): 41,2","adulto","lactante","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01250","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01251","x","x","MA1251","x","x","Anoura caudifer (É. Geoffroy, 1818)","Anoura caudifer","(É. Geoffroy, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Anoura","x","caudifer","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J94","x","08","11",2004,"x","x","08.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paraíso","x","Fazenda Mimoso; Médio Rio Sucuriú","19°02'58""S","52°52'27""W","-19.049444","-52.874167","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 17; antebraço (mm): 39,5","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01251","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01252","x","x","MA1252","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J105","x","11","11",2004,"x","x","11.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paranaíba","x","Fazenda Ponte Nova; Baixo Rio Aporé","19°34'13""S","51°53'46""W","-19.570278","-51.896111","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 17; antebraço (mm): 40,5","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01252","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01253","x","x","MA1253","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J106","x","12","11",2004,"x","x","12.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paranaíba","x","Fazenda Ponte Nova; Baixo Rio Aporé","19°34'13""S","51°53'46""W","-19.570278","-51.896111","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 9,5; antebraço (mm): 31,2","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01253","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01254","x","x","MA1254","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J107","x","12","11",2004,"x","x","12.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paranaíba","x","Fazenda Ponte Nova; Baixo Rio Aporé","19°34'13""S","51°53'46""W","-19.570278","-51.896111","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 47,5; antebraço (mm): 61,3","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01254","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01255","x","x","MA1255","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J108","x","12","11",2004,"x","x","12.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paranaíba","x","Fazenda Ponte Nova; Baixo Rio Aporé","19°34'13""S","51°53'46""W","-19.570278","-51.896111","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 17,5; antebraço (mm): 40,4","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01255","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01256","x","x","MA1256","x","x","Vampyressa pusilla (Wagner, 1843)","Vampyressa pusilla","(Wagner, 1843)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Vampyressa","x","pusilla","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J109","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 22; antebraço (mm): 41,9","adulto","lactante","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01256","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01257","x","x","MA1257","x","x","Anoura caudifer (É. Geoffroy, 1818)","Anoura caudifer","(É. Geoffroy, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Anoura","x","caudifer","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J110","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 19; antebraço (mm): 39,9","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01257","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01258","x","x","MA1258","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J111","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 21; antebraço (mm): 43,5","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01258","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01259","x","x","MA1259","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J112","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 19; antebraço (mm): 40,5","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01259","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01260","x","x","MA1260","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J113","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 10; antebraço (mm): 37,7","adulto","x","selvagem","x","x","em tombamento","GR02/2013","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01260","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01261","x","x","MA1261","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J114","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 40; antebraço (mm): 58,9","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01261","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01262","x","x","MA1262","x","x","Anoura caudifer (É. Geoffroy, 1818)","Anoura caudifer","(É. Geoffroy, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Anoura","x","caudifer","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J115","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 22; antebraço (mm): 41,2","adulto","grávida","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01262","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01263","x","x","MA1263","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J116","x","14","11",2004,"x","x","14.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 9; antebraço (mm): 33,8","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01263","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01264","x","x","MA1264","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J117","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 6; antebraço (mm): 30,4","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01264","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01265","x","x","MA1265","x","x","Sturnira lilium (E. Geoffroy, 1810)","Sturnira lilium","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Sturnira","x","lilium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J118","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 7; antebraço (mm): 34,4","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01265","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01266","x","x","MA1266","x","x","Sturnira lilium (E. Geoffroy, 1810)","Sturnira lilium","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Sturnira","x","lilium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J119","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 10; antebraço (mm): 36,9","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01266","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01267","x","x","MA1267","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J120","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 9; antebraço (mm): 34,8","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01267","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01268","x","x","MA1268","x","x","Vampyressa pusilla (Wagner, 1843)","Vampyressa pusilla","(Wagner, 1843)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Vampyressa","x","pusilla","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J121","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 9; antebraço (mm): 35,6","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01268","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01269","x","x","MA1269","x","x","Artibeus lituratus (Olfers, 1818)","Artibeus lituratus","(Olfers, 1818)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","lituratus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J122","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 7; antebraço (mm): 34,9","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01269","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01270","x","x","MA1270","x","x","Carollia perspicillata (Linnaeus, 1758)","Carollia perspicillata","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Carolliinae","Carollia","x","perspicillata","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J123","x","15","11",2004,"x","x","15.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Goiás","Itajá","x","Fazenda Colorado; Baixo Rio Aporé","19°49'31""S","51°32'24""W","-19.825278","-51.540000","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 10; antebraço (mm): 35,5","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01270","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01271","x","x","MA1271","x","x","Sturnira lilium (E. Geoffroy, 1810)","Sturnira lilium","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Sturnira","x","lilium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J124","x","18","11",2004,"x","x","18.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Inocência","x","Fazenda Lagoinha; Baixo Rio Quitéria","19°17'03""S","51°03'06""W","-19.284167","-51.051667","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 12; antebraço (mm): 38,1","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01271","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01272","x","x","MA1272","x","x","Sturnira lilium (E. Geoffroy, 1810)","Sturnira lilium","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Sturnira","x","lilium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J125","x","18","11",2004,"x","x","18.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Inocência","x","Fazenda Lagoinha; Baixo Rio Quitéria","19°17'03""S","51°03'06""W","-19.284167","-51.051667","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","antebraço (mm): 49,4","adulto","lactante","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01272","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI01273","x","x","MA1273","x","x","Sturnira lilium (E. Geoffroy, 1810)","Sturnira lilium","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Sturnira","x","lilium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","J126","x","18","11",2004,"x","x","18.XI.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Inocência","x","Fazenda Lagoinha; Baixo Rio Quitéria","19°17'03""S","51°03'06""W","-19.284167","-51.051667","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","antebraço (mm): 35,3","adulto","lactante","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI01273","x"
