"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00678","x","x","MA678","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS139","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 46; antebraço (mm): 61,9","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00678","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00679","x","x","MA679","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS140","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 44; antebraço (mm): 57,7","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00679","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00680","x","x","MA680","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS141","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 8; antebraço (mm): 36,5","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00680","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00681","x","x","MA681","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS142","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 36; antebraço (mm): 60,2","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00681","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00682","encontrado","x","MA682","x","cranio perdido","Molossus pretiosus Miller, 1902","Molossus pretiosus","Miller, 1902","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Molossus","x","pretiosus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS143","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 37; antebraço (mm): 60,1","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00682","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00683","x","x","MA683","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS144","x","06","12",2008,"x","x","06.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 15; antebraço (mm): 44,3","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00683","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00684","x","x","MA684","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS145","x","06","12",2008,"x","x","06.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 70; antebraço (mm): 71,8","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00684","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00685","x","x","MA685","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS122","x","28","10",2008,"x","x","28.X.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal","19°34'38.9""S","57°01'09.1""W","-19.577472","-57.019194","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 40; antebraço (mm): 61,1","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00685","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00686","x","x","MA686","x","x","Platyrrhinus lineatus (E. Geoffroy, 1810)","Platyrrhinus lineatus","(E. Geoffroy, 1810)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Platyrrhinus","x","lineatus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS132","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 38; antebraço (mm): 58,3","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00686","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00687","x","x","MA687","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS137","x","05","12",2008,"x","x","05.XII.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Forte Coimbra","19°54'49.6""S","57°47'19.4""W","-19.913778","-57.788722","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 39; antebraço (mm): 61,3","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00687","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00688","x","x","MA688","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS121","x","28","10",2008,"x","x","28.X.2008","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 44; antebraço (mm): 62","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00688","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00689","x","x","MA689","tecido; ectoparasita","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS146","x","19","02",2009,"x","x","19.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Ecologia","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00689","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00690","x","x","MA690","ectoparasita","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS150","x","21","02",2009,"x","x","21.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","x","juvenil","x","selvagem","x","x","em tombamento","x","x","NOVO","Ecologia","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00690","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00691","x","x","MA691","x","x","Eumops patagonicus Thomas, 1924","Eumops patagonicus","Thomas, 1924","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Eumops","x","patagonicus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS151","x","22","02",2009,"x","x","22.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 21; antebraço (mm): 48,2","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00691","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00692","x","x","MA692","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS153","x","22","02",2009,"x","x","22.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 16; antebraço (mm): 42,3","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00692","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00693","x","x","MA693","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS154","x","22","02",2009,"x","x","22.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 17; antebraço (mm): 42,4","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00693","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00694","x","x","MA694","x","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS155","x","22","02",2009,"x","x","22.II.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Água Doce; próximo ao Rio Apa","22°01'35""S","57°54'14""W","-22.026389","-57.903889","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 19; antebraço (mm): 41,9","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00694","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00695","x","x","MA695","tecido","x","Artibeus planirostris (Spix, 1823)","Artibeus planirostris","(Spix, 1823)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus","x","planirostris","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS157","x","01","04",2009,"x","x","01.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Ecologia","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00695","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00696","x","x","MA696","tecido","x","Myotis albescens (E. Geoffroy, 1806)","Myotis albescens","(E. Geoffroy, 1806)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","albescens","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS159","x","01","04",2009,"x","x","01.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","x","adulto","x","selvagem","x","x","em tombamento","x","x","x","Ecologia","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00696","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00697","encontrado","x","MA697","x","cranio retirado","Molossus currentium Thomas, 1901","Molossus currentium","Thomas, 1901","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Molossus","x","currentium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS162","x","01","04",2009,"x","x","01.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 47; antebraço (mm): 61,7","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00697","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00698","encontrado","x","MA698","x","cranio retirado","Molossus currentium Thomas, 1901","Molossus currentium","Thomas, 1901","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Molossus","x","currentium","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS164","x","01","04",2009,"x","x","01.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 22; antebraço (mm): 47,6","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00698","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00699","encontrado","x","MA699","x","cranio retirado","Molossus molossus (Pallas, 1766)","Molossus molossus","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossinae","Molossus","x","molossus","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS165","x","01","04",2009,"x","x","01.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 21; antebraço (mm): 44,7","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00699","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00700","x","x","MA700","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS168","x","02","04",2009,"x","x","02.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 14; antebraço (mm): 40,4","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00700","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00701","x","x","MA701","x","x","Myotis nigricans (Schinz, 1821)","Myotis nigricans","(Schinz, 1821)","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotinae","Myotis","x","nigricans","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS169","x","02","04",2009,"x","x","02.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 48; antebraço (mm): 64","adulto","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00701","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00702","x","x","MA702","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS172","x","02","04",2009,"x","x","02.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 17; antebraço (mm): 41,8","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00702","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00703","x","x","MA703","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS173","x","02","04",2009,"x","x","02.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 17; antebraço (mm): 43,3","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00703","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00704","x","x","MA704","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS175","x","03","04",2009,"x","x","03.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","peso (g): 18; antebraço (mm): 43,5","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00704","x"
"2017-08-31","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHI00705","x","x","MA705","x","x","Glossophaga soricina (Pallas, 1766)","Glossophaga soricina","(Pallas, 1766)","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga","x","soricina","x","espécie","aceito","x","x","ICZN","x","x","x","voucher","BORDIGNON, M. O.","MS177","x","03","04",2009,"x","x","03.IV.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Nhecolândia; Fazenda Nhumirim","18°59'16.78""S","56°37'8.78""W","-18.987994","-56.619106","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","peso (g): 13; antebraço (mm): 41,1","juvenil","x","selvagem","x","x","em tombamento","x","x","x","Bordignon","x","Nogueira et al., 2014","br:UFMS:ZUFMS:ZUFMS-CHI00705","x"
