"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00316","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",2,"x","01","11","1999","x","1999-11-01","01.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00316","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00317","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",113,"x","01","11","1999","x","1999-11-01","01.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00317","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00318","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",30,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00318","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00319","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",125,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00319","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00320","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",143,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00320","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00321","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",145,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00321","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00322","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",115,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00322","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00323","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",28,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00323","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00324","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",141,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00324","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00325","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",129,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00325","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00326","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",148,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00326","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00327","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",139,"x","04","11","1999","x","1999-11-04","04.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00327","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00328","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",121,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00328","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00329","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",146,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00329","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00330","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",137,"x","04","11","1999","x","1999-11-04","04.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00330","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00331","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",111,"x","01","11","1999","x","1999-11-01","01.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00331","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00332","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",136,"x","04","11","1999","x","1999-11-04","04.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00332","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00333","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",126,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00333","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00334","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",124,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00334","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00335","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",122,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00335","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00336","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",117,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00336","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00337","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",114,"x","01","11","1999","x","1999-11-01","01.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00337","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00338","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",64,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00338","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00339","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",127,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00339","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00340","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",119,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00340","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00341","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",123,"x","03","11","1999","x","1999-11-03","03.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00341","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00342","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",142,"x","05","11","1999","x","1999-11-05","05.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00342","x"
"2019-02-13","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00343","organizar","organizar","nenhum","nenhum","nenhum","Hydromedusa maximilianii (Mikan, 1820)","Hydromedusa maximilianii","(Mikan, 1820)","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa","x","maximiliani","x","espécie","aceito","x","cágado-da-serra","ICZN","x","x","x","voucher","INDETERMINADO",116,"x","02","11","1999","x","1999-11-02","02.XI.1999","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","São Paulo","São Miguel Arcanjo","x","Parque Estadual Carlos Botelho","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","sangue",1,"indeterminado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00343","x"
