"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00001","organizar","organizar","x","ZUFMS-AMP02778","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-11-27","voucher","FERREIRA, C. M. M.","CCG005","x","27","11","2012","x","2012-11-27","27.XI.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Chácara Coqueiral","20°29'45.27""S","54°35'25.15""W","-20.495908","-54.590319","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00001","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00002","organizar","organizar","x","ZUFMS-AMP02779","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-11-27","voucher","FERREIRA, C. M. M.","CCG007","x","27","11","2012","x","2012-11-27","27.XI.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Centro de Educação Ambiental Imbirussu","20°26'32.35""S","54°40'47.80""W","-20.442319","-54.679944","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00002","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00003","organizar","organizar","x","ZUFMS-AMP02780","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","CAMPIÃO, K. M.","2012-11-27","voucher","FERREIRA, C. M. M.","CCG006","x","27","11","2012","x","2012-11-27","27.XI.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00003","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00004","organizar","organizar","x","ZUFMS-AMP02781","animal inteiro","Physalaemus nattereri Steindachner, 1863","Physalaemus nattereri","Steindachner, 1863","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","nattereri","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-11-30","voucher","FERREIRA, C. M. M.","CCG014","x","30","11","2012","x","2012-11-30","30.XI.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Centro de Educação Ambiental Imbirussu","20°26'32.35""S","54°40'47.80""W","-20.442319","-54.679944","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00004","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00005","organizar","organizar","x","ZUFMS-AMP02782","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","DULEBA, S.","2012-11-30","voucher","FERREIRA, C. M. M.","CCG011","x","30","11","2012","x","2012-11-30","30.XI.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00005","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00006","organizar","organizar","x","ZUFMS-AMP02783","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","DULEBA, S.","2012-11-30","voucher","FERREIRA, C. M. M.","CCG012","x","30","11","2012","x","2012-11-30","30.XI.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00006","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00007","organizar","organizar","x","ZUFMS-AMP02784","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","DULEBA, S.","2012-11-30","voucher","FERREIRA, C. M. M.","CCG010","x","30","11","2012","x","2012-11-30","30.XI.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00007","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00008","organizar","organizar","x","ZUFMS-AMP02891","animal inteiro","Leptodactylus mystacinus (Burmeister, 1861)","Leptodactylus mystacinus","(Burmeister, 1861)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","mystacinus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-03","voucher","FERREIRA, C. M. M.","CCG015","x","03","12","2012","x","2012-12-03","03.XII.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"irreconhecível","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00008","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00009","organizar","organizar","x","ZUFMS-AMP02892","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-04","voucher","FERREIRA, C. M. M.","CCG016","x","04","12","2012","x","2012-12-04","04.XII.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00009","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00010","organizar","organizar","x","ZUFMS-AMP02893","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-06","voucher","FERREIRA, C. M. M.","CCG017","x","06","12","2012","x","2012-12-06","06.XII.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00010","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00011","organizar","organizar","x","ZUFMS-AMP02934","animal inteiro","Leptodactylus cf. elenae Heyer, 1978","Leptodactylus elenae","Heyer, 1978","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","elenae","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-02-22","voucher","FERREIRA, C. M. M.","CCG042","x","22","02","2013","x","2013-02-22","22.II.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00011","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00012","organizar","organizar","x","ZUFMS-AMP02935","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-02-19","voucher","FERREIRA, C. M. M.","CCG039","x","19","02","2013","x","2013-02-19","19.II.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00012","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00013","organizar","organizar","x","ZUFMS-AMP02936","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-01-21","voucher","FERREIRA, C. M. M.","CCG027","x","21","01","2013","x","2013-01-21","21.I.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00013","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00014","organizar","organizar","x","ZUFMS-AMP02937","animal inteiro","Leptodactylus cf. elenae Heyer, 1978","Leptodactylus elenae","Heyer, 1978","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","elenae","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-02-19","voucher","FERREIRA, C. M. M.","CCG038","x","19","02","2013","x","2013-02-19","19.II.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00014","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00015","organizar","organizar","x","ZUFMS-AMP02939","animal inteiro","Physalaemus cf. albonotatus (Steindachner, 1864)","Physalaemus albonotatus","Fitzinger, 1826","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-03-08","voucher","FERREIRA, C. M. M.","CCG051","x","08","03","2013","x","2013-03-08","08.III.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00015","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00016","organizar","organizar","x","ZUFMS-AMP02994","animal inteiro","Physalaemus cf. albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-01-21","voucher","FERREIRA, C. M. M.","CCG029","x","21","01","2013","x","2013-01-21","21.I.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00016","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00017","organizar","organizar","x","ZUFMS-AMP02995","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-01-21","voucher","FERREIRA, C. M. M.","CCG028","x","21","01","2013","x","2013-01-21","21.I.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Base Aérea","20°28'01.80""S","54°39'18.32""W","-20.467167","-54.655089","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00017","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00018","organizar","organizar","x","ZUFMS-AMP03108","animal inteiro","Proceratophrys dibernardoi Brandão, Caramaschi, Vaz-Silva and Campos, 2013","Proceratophrys dibernardoi","Brandão, Caramaschi, Vaz-Silva and Campos, 2013","Animalia","Chordata","Amphibia","Anura","Odontophrynidae","Proceratophrys","x","dibernardoi","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-06","voucher","FERREIRA, C. M. M.","CCG048","x","06","03","2013","x","2013-03-06","06.III.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00018","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00019","organizar","organizar","x","ZUFMS-AMP03109","animal inteiro","Proceratophrys dibernardoi Brandão, Caramaschi, Vaz-Silva and Campos, 2013","Proceratophrys dibernardoi","Brandão, Caramaschi, Vaz-Silva and Campos, 2013","Animalia","Chordata","Amphibia","Anura","Odontophrynidae","Proceratophrys","x","dibernardoi","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-01-21","voucher","FERREIRA, C. M. M.","CCG026","x","21","01","2013","x","2013-01-21","21.I.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00019","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00020","organizar","organizar","x","ZUFMS-AMP03110","animal inteiro","Leptodactylus fuscus (Schneider, 1799)","Leptodactylus fuscus","(Schneider, 1799)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","fuscus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-01-23","voucher","FERREIRA, C. M. M.","CCG030","x","23","01","2013","x","2013-01-23","23.I.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00020","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00021","organizar","organizar","x","ZUFMS-AMP03111","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-01-21","voucher","FERREIRA, C. M. M.","CCG025","x","21","01","2013","x","2013-01-21","21.I.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00021","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00022","organizar","organizar","x","ZUFMS-AMP03112","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-14","voucher","FERREIRA, C. M. M.","CCG022","x","14","12","2012","x","2012-12-14","14.XII.2012","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estação Ecológica Dahma","20°28'41.98""S","54°33'10.16""W","-20.478328","-54.552822","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00022","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00023","organizar","organizar","x","ZUFMS-AMP03114","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-15","voucher","FERREIRA, C. M. M.","CCG059","x","15","03","2013","x","2013-03-15","15.III.2013","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estação Ecológica Dahma","20°28'41.98""S","54°33'10.16""W","-20.478328","-54.552822","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00023","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00024","organizar","organizar","x","ZUFMS-AMP03116","animal inteiro","Adenomera diptyx (Boettger, 1885)","Adenomera diptyx ","(Boettger, 1885)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","x","diptyx","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-01","voucher","FERREIRA, C. M. M.","CCG043","x","01","03","2013","x","2013-03-01","01.III.2013","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estação Ecológica Dahma","20°28'41.98""S","54°33'10.16""W","-20.478328","-54.552822","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00024","x"
