"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00949","organizar","GAV 053","CEUFMS09944","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","18","03","2009","x","2009-03-18","18.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00949","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00950","organizar","GAV 053","CEUFMS09945","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","25","01","2009","x","2009-01-25","25.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00950","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00951","organizar","GAV 053","CEUFMS09946","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","25","01","2009","x","2009-01-25","25.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00951","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00952","organizar","GAV 053","CEUFMS09947","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","25","01","2009","x","2009-01-25","25.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00952","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00953","organizar","GAV 053","CEUFMS09948","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","25","01","2009","x","2009-01-25","25.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00953","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00954","organizar","GAV 053","CEUFMS09949","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","23","01","2009","x","2009-01-23","23.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00954","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00955","organizar","GAV 053","CEUFMS09950","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","23","01","2009","x","2009-01-23","23.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00955","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00956","organizar","GAV 053","CEUFMS09951","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","23","01","2009","x","2009-01-23","23.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00956","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00957","organizar","GAV 053","CEUFMS09952","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","23","01","2009","x","2009-01-23","23.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00957","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00958","organizar","GAV 053","CEUFMS09953","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","23","01","2009","x","2009-01-23","23.I.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00958","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00959",6,66,"CEUFMS04667","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","07","02","2012","x","2012-02-07","07.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00959","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00960",6,66,"CEUFMS04674","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","21","04","2012","x","2012-04-21","21.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00960","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00961",6,66,"CEUFMS04678","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","14","03","2012","x","2012-03-14","14.III.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00961","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00962","organizar","GAV 053","CEUFMS09898","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00962","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00963","organizar","GAV 053","CEUFMS09899","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00963","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00964","organizar","GAV 053","CEUFMS09900","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00964","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00965","organizar","GAV 053","CEUFMS09901","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00965","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00966","organizar","GAV 053","CEUFMS09902","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00966","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00967","organizar","GAV 053","CEUFMS09903","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00967","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00968","organizar","GAV 053","CEUFMS09904","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","14","11","2008","x","2008-11-14","14.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°27'56.22""S","54°39'27.36""W","-20.465617","-54.657600","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00968","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00969","organizar","GAV 053","CEUFMS09905","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","19","03","2009","x","2009-03-19","19.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00969","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00970","organizar","GAV 053","CEUFMS09906","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","19","03","2009","x","2009-03-19","19.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","com papel rosa","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00970","x"
