"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial","artificial","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","artificial","class","order","artificial","family","artificial","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-04-04","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE...","coleção úmida","organizar","CEUFMS 6215","nenhum","nenhum","Acari Leach, 1817","Acari","Leach, 1817","Animalia","Arthropoda","Chelicerata","Arachnida","Acari","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","30","05","2012","x","2012-05-30","30.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)","verificar","não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","CTFB, 2021","x","x"
"2017-04-04","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE...","coleção úmida","organizar","CEUFMS 6216","nenhum","nenhum","Acari Leach, 1817","Acari","Leach, 1817","Animalia","Arthropoda","Chelicerata","Arachnida","Acari","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","30","05","2012","x","2012-05-30","30.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)","verificar","não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","CTFB, 2021","x","x"
"2017-02-08","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE...","armário coleção úmida de invertebrados","organizar","ZUFMS-ARA 000120","nenhum","nenhum","Pholcidae C.L.Koch, 1850","Pholcidae","C.L.Koch, 1850","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Pholcidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SILVA, T. P.","1984-12-04","voucher","SILVA, T. P.","x","x","04","12","1984","x","1984-12-04","04.XII.1984","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Centro de Ciências Biológicas e da Saúde","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","x","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00001","ARM INV003 ZUFMS ÚMIDA","CHEP","ZUFMS-ARA 000025","nenhum","nenhum","Lycosidae Sundevall, 1833","Lycosidae","Sundevall, 1833","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Lycosidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-11-27","voucher","RAIZER, J.","x","x","27","11","1993","x","1993-11-27","27.XI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","entulho sob a base de estudos","animal inteiro (ETOH 70%)",1,"não informado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00001","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00002","ARM INV003 ZUFMS ÚMIDA","CHEP","ZUFMS-ARA 000027","nenhum","nenhum","Lycosidae Sundevall, 1833","Lycosidae","Sundevall, 1833","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Lycosidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-11-27","voucher","RAIZER, J.","x","x","27","11","1993","x","1993-11-27","27.XI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","entulho sob a base de estudos","animal inteiro (ETOH 70%)",1,"não informado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00002","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00003","ARM INV003 ZUFMS ÚMIDA","CHEL","ZUFMS-ARA 000029","nenhum","nenhum","Araneidae Clerck, 1757","Araneidae","Clerck, 1757","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Araneidae","x","x","x","x","x","família","aceito","Argiopidae Simon, 1890","indeterminado","ICZN","x","RAIZER, J.","1993-11-27","voucher","RAIZER, J.","x","x","27","11","1993","x","1993-11-27","27.XI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","margem do Rio Abobral em teia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00003","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00004","ARM INV003 ZUFMS ÚMIDA","CHEL","ZUFMS-ARA 000033","nenhum","nenhum","Araneidae Clerck, 1757","Araneidae","Clerck, 1757","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Araneidae","x","x","x","x","x","família","aceito","Argiopidae Simon, 1890","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-23","voucher","MARINI, A. C.; RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","mata ciliar ao lado da base de estudos","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00004","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00005","ARM INV003 ZUFMS ÚMIDA","CHEL","ZUFMS-ARA 000043","nenhum","nenhum","Araneidae Clerck, 1757","Araneidae","Clerck, 1757","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Araneidae","x","x","x","x","x","família","aceito","Argiopidae Simon, 1890","indeterminado","ICZN","x","UETANABARO, M.","1993-04-23","voucher","UETANABARO, M.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","Baía Bonita","lote de animais inteiros (ETOH 70%)",2,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00005","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00006","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000050","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-23","voucher","MARINI, A. C.; RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00006","x"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00007","ARM INV003 ZUFMS ÚMIDA","CHEA","ZUFMS-ARA 000052","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","MARINI, A. C.; RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00007","Pisauridae, ID por Marini, A. C. & Raizer, J. 1993-04-23"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00008","ARM INV003 ZUFMS ÚMIDA","CHEA","ZUFMS-ARA 000049","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","MARINI, A. C.; RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00008","Pisauridae, ID por Marini, A. C. & Raizer, J. 1993-04-23"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00009","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000056","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-05-23","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00009","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00010","ARM INV003 ZUFMS ÚMIDA","CHEAD","ZUFMS-ARA 000064","nenhum","nenhum","Thomisidae Sundevall, 1833","Thomisidae","Sundevall, 1833","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Thomisidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-05-22","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00010","x"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00011","ARM INV003 ZUFMS ÚMIDA","CHEA","ZUFMS-ARA 000066","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","MARINI, A. C.; RAIZER, J.","x","x","22","04","1993","x","1993-04-22","22.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",4,"2 fêmea; 1 macho; 1 irreconhecível","não informado","3 adulto; 1 juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00011","Pisauridae, ID por Marini, A. C. & Raizer, J. 1993-04-23"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00012","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000051","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-23","voucher","MARINI, A. C.; RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00012","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00013","ARM INV003 ZUFMS ÚMIDA","CHEL","ZUFMS-ARA 000057","nenhum","nenhum","Araneidae Clerck, 1757","Araneidae","Clerck, 1757","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Araneidae","x","x","x","x","x","família","aceito","Argiopidae Simon, 1890","indeterminado","ICZN","x","RAIZER, J.","1993-05-23","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00013","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00014","ARM INV003 ZUFMS ÚMIDA","CHEL","ZUFMS-ARA 000065","nenhum","nenhum","Araneidae Clerck, 1757","Araneidae","Clerck, 1757","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Araneidae","x","x","x","x","x","família","aceito","Argiopidae Simon, 1890","indeterminado","ICZN","x","RAIZER, J.","1993-05-23","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",2,"1 macho; 1 irreconhecível","não informado","1 adulto; 1 juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00014","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00015","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000048","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-23","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",3,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00015","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00016","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000044","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-23","voucher","RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00016","x"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00017","ARM INV003 ZUFMS ÚMIDA","CHEA","ZUFMS-ARA 000059","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",2,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00017","Pisauridae, ID por Marini, A. C. & Raizer, J. 1993-04-23"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00018","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000069","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-22","voucher","MARINI, A. C.; RAIZER, J.","x","x","22","04","1993","x","1993-04-22","22.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00018","x"
"2017-02-08","conferir sexo (o frasco constava como 1M4F, mas tinha apenas 4 exemplares)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00019","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000102","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-06-19","voucher","RAIZER, J.","x","x","19","06","1993","x","1993-06-19","19.VI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",2,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00019","x"
"2017-02-08","conferir sexo (o frasco constava como 1M4F, mas tinha apenas 4 exemplares)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00020","ARM INV003 ZUFMS ÚMIDA","CHEB","ZUFMS-ARA 000104","nenhum","nenhum","Tetragnathidae Menge, 1866","Tetragnathidae","Menge, 1866","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Tetragnathidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-06-19","voucher","RAIZER, J.","x","x","19","06","1993","x","1993-06-19","19.VI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00020","x"
