"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00165","ARM INV003 ZUFMS ÚMIDA","CHEG","nenhum","nenhum","nenhum","Eutrombicula sp. Ewing, 1838","Eutrombicula","Ewing, 1838","Animalia","Arthropoda","Chelicerata","Arachnida","Trombidiformes","Prostigmata","Trombiculidae","Trombiculinae","Eutrombicula","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","SILVA, I. C. O. ","2016","voucher","SILVA, I. C. O. ","x","x","11","02","2016",08:00:00,"2016-02-11","11.II.2016","necropsia","Cerrado","nenhuma","sp.","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"nenhum","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"não informado","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00165","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00166","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","17","04","2015","x","2015-04-17","17.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Toca da Onça","21°29'33.80""S","56°45'27.90""W","-21.492722","-56.757750","nulo","WGS84","x",420,420,"nenhum","nulo","nulo","MS_86","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00166","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00167","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","17","04","2015","x","2015-04-17","17.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Toca da Onça","21°29'33.80""S","56°45'27.90""W","-21.492722","-56.757750","nulo","WGS84","x",420,420,"nenhum","nulo","nulo","MS_86","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00167","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00168","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","17","04","2015","x","2015-04-17","17.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Toca da Onça","21°29'33.80""S","56°45'27.90""W","-21.492722","-56.757750","nulo","WGS84","x",420,420,"nenhum","nulo","nulo","MS_86","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00168","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00169","ARM INV003 ZUFMS ÚMIDA","CHEZ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Gruta Arapuã","20°57'56.30""S","56°41'59.10""W","-20.965639","-56.699750","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00169","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00170","ARM INV003 ZUFMS ÚMIDA","CHEI","nenhum","nenhum","nenhum","Sicariidae Keyserling, 1880","Sicariidae","Keyserling, 1880","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Sicariidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta BNT 07","20°58'07.70""S","56°43'09.90W","-20.968806","-56.719417","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","PNSB - faixa norte, ponta sul, trilha da fazenda Marambaia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00170","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00171","ARM INV003 ZUFMS ÚMIDA","CHEI","nenhum","nenhum","nenhum","Sicariidae Keyserling, 1880","Sicariidae","Keyserling, 1880","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Sicariidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta BNT 07","20°58'07.70""S","56°43'09.90W","-20.968806","-56.719417","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","PNSB - faixa norte, ponta sul, trilha da fazenda Marambaia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00171","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00172","ARM INV003 ZUFMS ÚMIDA","CHEI","nenhum","nenhum","nenhum","Sicariidae Keyserling, 1880","Sicariidae","Keyserling, 1880","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Sicariidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta BNT 07","20°58'07.70""S","56°43'09.90W","-20.968806","-56.719417","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","PNSB - faixa norte, ponta sul, trilha da fazenda Marambaia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00172","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00173","ARM INV003 ZUFMS ÚMIDA","CHEI","nenhum","nenhum","nenhum","Sicariidae Keyserling, 1880","Sicariidae","Keyserling, 1880","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Sicariidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta BNT 07","20°58'07.70""S","56°43'09.90W","-20.968806","-56.719417","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","PNSB - faixa norte, ponta sul, trilha da fazenda Marambaia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00173","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00174","ARM INV003 ZUFMS ÚMIDA","CHEI","nenhum","nenhum","nenhum","Sicariidae Keyserling, 1880","Sicariidae","Keyserling, 1880","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Sicariidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.; CALAFATI, P.; PAZ DA SILVA, S.","x","x","27","03","2015","x","2015-03-27","27.III.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta BNT 07","20°58'07.70""S","56°43'09.90W","-20.968806","-56.719417","nulo","WGS84","x",276,276,"nenhum","nulo","nulo","PNSB - faixa norte, ponta sul, trilha da fazenda Marambaia","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00174","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00175","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","13","04","2015","x","2015-04-13","13.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Fenda II","21°29'44.00""S","56°45'29.90""W","-21.495556","-56.758306","nulo","WGS84","x",532,532,"nenhum","nulo","nulo","perto do encontro; trilha Santa Fé","animal inteiro (ETOH 70%)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00175","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00176","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","04","12","2015","x","2015-12-04","04.XII.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas","20°34'05""S","56°43'33""W","-20.568056","-56.725833","nulo","WGS84","x",299,299,"nenhum","nulo","nulo","MS_112","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00176","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00177","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","04","12","2015","x","2015-12-04","04.XII.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas","20°34'05""S","56°43'33""W","-20.568056","-56.725833","nulo","WGS84","x",299,299,"nenhum","nulo","nulo","MS_112","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00177","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00178","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","04","12","2015","x","2015-12-04","04.XII.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas","20°34'05""S","56°43'33""W","-20.568056","-56.725833","nulo","WGS84","x",299,299,"nenhum","nulo","nulo","MS_112","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00178","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00179","ARM INV003 ZUFMS ÚMIDA","CHEJ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.","x","x","16","04","2015","x","2015-04-16","16.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jardim","x","Fazenda Santa Fé; Gruta Santa Fé","21°33'25.09""S","56°45'18""W","-21.556969","-56.755000","nulo","WGS84","x",502,502,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00179","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00180","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","13","12","2015","x","2015-12-13","13.XII.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta Dona Benedita","20°34'01""S","56°43'25""W","-20.566944","-56.723611","nulo","WGS84","x",333,333,"nenhum","nulo","nulo","MS_91","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00180","x"
"2018-12-04","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00181","ARM INV003 ZUFMS ÚMIDA","CHEAA","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-11","voucher","CORDEIRO, L. M.","x","x","17","04","2015","x","2015-04-17","17.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Toca da Onça","21°29'33.80""S","56°45'27.90""W","-21.492722","-56.757750","nulo","WGS84","x",420,420,"nenhum","nulo","nulo","MS_86","animal inteiro (ETOH 70%)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00181","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00182","ARM INV003 ZUFMS ÚMIDA","CHEJ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.","x","x","16","04","2015","x","2015-04-16","16.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jardim","x","Fazenda Santa Fé; Gruta Santa Fé","21°33'25.09""S","56°45'18""W","-21.556969","-56.755000","nulo","WGS84","x",502,502,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00182","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00183","ARM INV003 ZUFMS ÚMIDA","CHEJ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.","x","x","16","04","2015","x","2015-04-16","16.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jardim","x","Fazenda Santa Fé; Gruta Santa Fé","21°33'25.09""S","56°45'18""W","-21.556969","-56.755000","nulo","WGS84","x",502,502,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00183","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00184","ARM INV003 ZUFMS ÚMIDA","CHEJ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.","x","x","16","04","2015","x","2015-04-16","16.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jardim","x","Fazenda Santa Fé; Gruta Santa Fé","21°33'25.09""S","56°45'18""W","-21.556969","-56.755000","nulo","WGS84","x",502,502,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00184","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00185","ARM INV003 ZUFMS ÚMIDA","CHEJ","nenhum","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2016-03","voucher","CORDEIRO, L. M.","x","x","16","04","2015","x","2015-04-16","16.IV.2015","não informado","caverna","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jardim","x","Fazenda Santa Fé; Gruta Santa Fé","21°33'25.09""S","56°45'18""W","-21.556969","-56.755000","nulo","WGS84","x",502,502,"nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","empréstimo","GR27/2018","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00185","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00186","ARM INV003 ZUFMS ÚMIDA","organizar","nenhum","nenhum","nenhum","Heterophrynus vesanicus Mello-Leitão, 1931","Heterophrynus vesanicus","Mello-Leitão, 1931","Animalia","Arthropoda","Chelicerata","Arachnida","Amblypygi","Euamblypygi","Phrynidae","Heterophryninae","Heterophrynus","x","vesanicus","x","espécie","aceito","x","indeterminado","ICZN","x","CORDEIRO, L. M.","2016-11","voucher","LOPO, M.","x","x","31","08","2016","x","2016-08-31","31.VIII.2016","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00186","x"
"2018-04-13","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00187","ARM INV003 ZUFMS ÚMIDA","organizar","nenhum","nenhum","nenhum","Heterophrynus vesanicus Mello-Leitão, 1931","Heterophrynus vesanicus","Mello-Leitão, 1931","Animalia","Arthropoda","Chelicerata","Arachnida","Amblypygi","Euamblypygi","Phrynidae","Heterophryninae","Heterophrynus","x","vesanicus","x","espécie","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-04-10","voucher","BERNER, J. F.; MOREIRA, R.; COURBASSIER, B.; ROCHA, N. S.; SUBTIL, L.","01","x","07","04","2018"," 01:00:00","2018-04-07","07.IV.2018","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.7""S","55°37'18.2""W","-20.450194","-55.621722",16,"WGS84","x",385,384,"nenhum","nulo","nulo","barranco do Córrego do Morcego","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","arisco","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00187","x"
"2018-04-13","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00188","ARM INV003 ZUFMS ÚMIDA","organizar","nenhum","nenhum","nenhum","Heterophrynus vesanicus Mello-Leitão, 1931","Heterophrynus vesanicus","Mello-Leitão, 1931","Animalia","Arthropoda","Chelicerata","Arachnida","Amblypygi","Euamblypygi","Phrynidae","Heterophryninae","Heterophrynus","x","vesanicus","x","espécie","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018-04-10","voucher","BERNER, J. F.; MOREIRA, R.; COURBASSIER, B.; ROCHA, N. S.; SUBTIL, L.","01","x","07","04","2018"," 01:00:00","2018-04-07","07.IV.2018","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.7""S","55°37'18.2""W","-20.450194","-55.621722",16,"WGS84","x",385,385,"nenhum","nulo","nulo","barranco do Córrego do Morcego","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","arisco","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00188","x"
