"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04815","nenhum","nenhum","Cassidinae Gyllenhal, 1813","Cassidinae","Gyllenhal, 1813","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Cassidinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","25","01","2012","x","2012-01-25","25.I.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04816","nenhum","nenhum","Curculionidae Latreille, 1802","Curculionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Curculionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","07","02","2012","x","2012-02-07","07.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04817","nenhum","nenhum","Ptilodactylidae Laporte, 1836","Ptilodactylidae","Laporte, 1836","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Ptilodactylidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","10","02","2012","x","2012-02-10","10.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04818","nenhum","nenhum","Dermestidae Latreille, 1804","Dermestidae","Latreille, 1804","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Desmestidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","08","02","2012","x","2012-02-08","08.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04819","nenhum","nenhum","Chrysomelidae Latreille, 1802","Chrysomelidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","07","02","2012","x","2012-02-07","07.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04820","nenhum","nenhum","Chrysomelidae Latreille, 1802","Chrysomelidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","10","02","2012","x","2012-02-10","10.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04821","nenhum","nenhum","Chrysomelidae Latreille, 1802","Chrysomelidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","20","04","2012","x","2012-04-20","20.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04822","nenhum","nenhum","Chrysomelidae Latreille, 1802","Chrysomelidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","20","04","2012","x","2012-04-20","20.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04823","nenhum","nenhum","Curculionidae Latreille, 1802","Curculionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Curculionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","19","04","2012","x","2012-04-19","19.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04824","nenhum","nenhum","Cassidinae Gyllenhal, 1813","Cassidinae","Gyllenhal, 1813","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Cassidinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","24","01","2012","x","2012-01-24","24.I.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04825","nenhum","nenhum","Tenebrionidae Latreille, 1802","Tenebrionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","24","01","2012","x","2012-01-24","24.I.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04826","nenhum","nenhum","Ptilodactylidae Laporte, 1836","Ptilodactylidae","Laporte, 1836","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Ptilodactylidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","16","03","2012","x","2012-03-16","16.III.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04827","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","14","03","2012","x","2012-03-14","14.III.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04828","nenhum","nenhum","Cassidinae Gyllenhal, 1813","Cassidinae","Gyllenhal, 1813","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Cassidinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","21","04","2012","x","2012-04-21","21.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04829","nenhum","nenhum","Curculionidae Latreille, 1802","Curculionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Curculionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","22","04","2012","x","2012-04-22","22.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04830","nenhum","nenhum","Carabidae Latreille, 1802","Carabidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Adephaga","Carabidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","10","02","2012","x","2012-02-10","10.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04831","nenhum","nenhum","Curculionidae Latreille, 1802","Curculionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Curculionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","06","12","2011","x","2011-12-06","06.XII.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04832","nenhum","nenhum","Ptilodactylidae Laporte, 1836","Ptilodactylidae","Laporte, 1836","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Ptilodactylidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","10","02","2012","x","2012-02-10","10.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04833","nenhum","nenhum","Curculionidae Latreille, 1802","Curculionidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Curculionidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","07","02","2012","x","2012-02-07","07.II.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,3,"CEUFMS 04834","nenhum","nenhum","Chrysomelidae Latreille, 1802","Chrysomelidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Chrysomelidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Godoi, M. N.","x","x","05","09","2011","x","2011-09-05","05.IX.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
