"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial","artificial","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","artificial","class","order","artificial","family","artificial","artificial","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 005","x","00001","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1874,"x","15","10","1996",02:00:00,"x","15.x.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 006","x","00002","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1886,"x","08","12","1996",00:00:00,"x","08.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 007","x","00003","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1995-03-20","x","MARINI, A. C. et al.",230,"x","16","09","1993","x","x","16.IX.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 008","x","00004","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1885,"x","14","10","1996",06:00:00,"x","14.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 009","x","00005","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1872,"x","15","10","1996",22:00:00,"x","15.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 010","x","00006","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1893,"x","08","11","1996",06:00:00,"x","08.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 011","x","00007","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-22","x","MARINI, A. C. et al.",171,"x","18","09","1993","x","x","18.IX.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 012","x","00008","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-20","x","MARINI, A. C. et al.",226,"x","16","09","1993","x","x","16.IX.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 013","x","00009","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-22","x","MARINI, A. C. et al.",169,"x","23","10","1993","x","x","23.X.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 014","x","00010","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1875,"x","15","10","1996",02:00:00,"x","15.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 015","x","00011","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1996-05-14","x","MARINI, A. C. et al.",771,"x","27","08","1995","x","x","27.VIII.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 016","x","00012","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-20","x","MARINI, A. C. et al.",231,"x","16","09","1993","x","x","16.IX.1993","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 017","x","00013","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-22","x","MARINI, A. C. et al.",170,"x","17","09","1993","x","x","17.IX.1993","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 018","x","00014","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1896,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 019","x","00015","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1866,"x","16","06","1996",06:00:00,"x","16.VI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 020","x","00016","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1889,"x","06","06","1996",06:00:00,"x","06.VI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 021","x","00017","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1879,"x","14","10","1996",00:00:00,"x","14.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 022","x","00018","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1871,"x","15","10","1996",04:00:00,"x","15.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 023","x","00019","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1861,"x","16","10","1996",18:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 024","x","00020","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-20","x","MARINI, A. C. et al.",222,"x","16","09","1993","x","x","16.IX.1993","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 025","x","00021","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-03-20","x","MARINI, A. C. et al.",220,"x","16","09","1993","x","x","16.IX.1993","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 026","x","00022","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1996-05-14","x","MARINI, A. C. et al.",769,"x","27","08","1995","x","x","27.VIII.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 027","x","00023","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1996-06-04","x","MARINI, A. C. et al.",920,"x","25","10","1995",06:00:00,"x","25.X.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 028","x","00024","verde","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1864,"x","14","06","1996",06:00:00,"x","14.VI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","Material a ser identificado em MG","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 029","x","00025","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1903,"x","10","11","1996",06:00:00,"x","10.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 030","x","00026","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1901,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 031","x","00027","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1902,"x","14","10","1996",06:00:00,"x","14.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 032","x","00028","verde","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1911,"x","22","12","1995",06:00:00,"x","22.XII.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","Material a ser identificado em MG","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 033","x","00029","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1910,"x","22","12","1995",06:00:00,"x","22.XII.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 034","x","00030","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1915,"x","09","12","1996",06:00:00,"x","09.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 035","x","00031","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1899,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 036","x","00032","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1908,"x","22","12","1995",06:00:00,"x","22.XII.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
