"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 848","x","00844","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1227,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 849","x","00845","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1724,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 850","x","00846","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1735,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 851","x","00847","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1721,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 852","x","00848","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1723,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 853","x","00849","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1733,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 854","x","00850","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1734,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 855","x","00851","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1719,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 856","x","00852","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1720,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 857","x","00853","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1741,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 858","x","00854","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1729,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 859","x","00855","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1725,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 860","x","00856","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1740,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 861","x","00857","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1731,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 862","x","00858","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1726,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 863","x","00859","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1722,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 864","x","00860","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1742,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 865","x","00861","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1732,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 866","x","00862","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1688,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 867","x","00863","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","x",1695,"x","x","x","x","x","x","x","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 868","x","00864","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1709,"x","14","10","1996",06:00:00,"x","14.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 869","x","00865","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1689,"x","09","11","1996",00:00:00,"x","09.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 870","x","00866","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1716,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 871","x","00867","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1697,"x","08","11","1996",06:00:00,"x","08.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 872","x","00868","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1696,"x","08","11","1996",06:00:00,"x","08.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 873","x","00869","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1692,"x","17","05","1996",00:00:00,"x","17.V.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 874","x","00870","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1744,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 875","x","00871","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1718,"x","15","10","1996",02:00:00,"x","15.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 876","x","00872","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1700,"x","18","05","1996",06:00:00,"x","18.V.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 877","x","00873","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1708,"x","08","09","1996",06:00:00,"x","08.IX.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 878","x","00874","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1703,"x","06","09","1996",06:00:00,"x","06.IX.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 879","x","00875","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1713,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 880","x","00876","amarelo","nenhum","Pseudodirphia Pseudodirphia sp.","Pseudodirphia","Pseudodirphia sp.","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Saturniidae","x","x","Pseudodirphia","x","x","x","gênero","verificar taxonomia","Saturniidae-01","x","ICZN","sp.","DUARTE, M.","2012-03-09","x","MARINI, A. C. et al.",1717,"x","15","10","1996",02:00:00,"x","15.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
