"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Infraordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00676","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00676","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00677","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00677","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00678","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00678","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00679","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00679","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00680","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00680","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00681","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00681","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00682","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00682","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00683","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00683","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00684","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00684","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00685","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00685","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00686","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00686","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00687","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00687","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00688","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00688","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00689","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00689","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00690","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00690","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00691","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00691","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00692","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00692","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00693","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00693","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00694","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00694","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00695","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00695","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00696","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00696","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00697","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00697","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00698","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00698","x"
"2019-11-21","ocultar; em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00699","organizar","organizar","nenhum","nenhum","nenhum","Auchenorrhyncha Duméril, 1806","Auchenorrhyncha","Duméril, 1806","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","x","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","OLIVEIRA, A. F. et al.","x","x","16","11","2019","noturno","2019-11-16","16.XI.2019","armadilha luminosa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'34.7""S","57°01'08.0""W","-19.576314","-57.018896",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","entrada da base","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Ensino de Graduação ZUFMS","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00699","x"
