"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Infraordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00200","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02891","x","x","Acrosternum sp.","Acrosternum","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Pentatominae","Pentatomini","x","Acrosternum","x","x","x","gênero","aceito","x","maria-fedida","x","sp.","x","x","x","Amaral, M. E. C.","x","x","08","03","1980","x","x","08.III.1980","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Dourados","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00200","x"
"2017-01-10","conferir se o coletor é M. E. C. ou R. E. C. ","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00137","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02882","x","x","Apiomerus sp.","Apiomerus","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Cimicomorpha","Reduviidae","Harpactorinae","Apiomerini","x","Apiomerus","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Amaral, M. E. C.","x","x","21","12","1979","x","x","21.XII.1979","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Dourados","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00137","x"
"2018-07-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00237","ARMINV 006 ZUFMS SECA","GAV 115","nenhum","ZUFMS-AMP11068","predador de Dendropsophus minutus","cf. Belostoma sp. Latreille, 1807","Belostoma","Latreille, 1807","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Nepomorpha","Belostomatidae","Belostomatinae","x","x","Belostoma","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","Oliveira, A. F.","2018-07-05","x","SILVA, L.A., FADEL, R.M., FOLLY, H., THALER, R.","x","x","23","05","2018","x","2018-05-23","23.V.2018","busca ativa noturna","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Tocantins","Caseara","x","Lagoa das predações","9°24'51.9""S","49°57'46.6""W","-9.414411","-49.962942","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","predando","nenhuma","em tombamento","x","x","x","Nota de Predação de Renata Fadel e Sarah Mângia","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00237","x"
"2018-07-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00238","ARMINV 003 ZUFMS ÚMIDA","ZUFMS HEXAPODA P001","nenhum","ZUFMS-AMP11072","predador de Leptodactylus pustulatus","cf. Belostoma sp. Latreille, 1807","Belostoma","Latreille, 1807","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Nepomorpha","Belostomatidae","Belostomatinae","x","x","Belostoma","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","Oliveira, A. F.","2018-07-05","x","SILVA, L.A., FADEL, R.M., GALVÃO, C., HOFFMAN, M.","x","x","23","01","2018","x","2018-01-23","23.I.2018","busca ativa noturna","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Tocantins","Caseara","x","Lagoa da sucuri","9°24'56.4""S","49°58'28.3""W","-9.415675","-49.974534","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","imaturo","não informado","selvagem","predando","nenhuma","em tombamento","x","x","x","Nota de Predação de Renata Fadel e Sarah Mângia","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00238","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00073","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00273","x","x","Carineta diardi (Guérin-Méneville, 1829)","Carineta diardi","(Guérin-Méneville, 1829)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadettinae","Carinetini","Carinetiina","Carineta","x","diardi","x","espécie","aceito","x","x","x","x","Nacasato, D. P.","2014-08-18","x","Vera, A.","x","x","19","10","2006","x","x","19.X.2006","x","x","x","x","América do Sul","Paraguai","PRY","x","Paraguarí","Ybycuí","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00073","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09780","x","x","Ceresa sp.","Ceresa","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Cicadomorpha","Membracidae","Smiliinae","Ceresini ","x","Ceresa ","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Aline, G.; Aline, S.; Ana Paula; Mariana & Patrícia","x","x","29","09","2004","x","x","29.IX.2004","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09779","x","x","Ceresa sp.","Ceresa","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Cicadomorpha","Membracidae","Smiliinae","Ceresini ","x","Ceresa ","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Tera, J.","x","x","15","07","2007","x","x","15.VII.2007","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09682","x","x","Dichelops (Neodichelops) phoenix Grazia, 1978","Dichelops (Neodichelops)","Grazia, 1978","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Heteroptera","Pentatomorpha","Pentatomidae","Pentatominae","Carpocorini","x","Dichelops","Neodichelops","phoenix","x","espécie","aceito","x","x","x","x","x","x","x","Amaral, M. E. C.","x","x","06","03","1980","x","x","06.III.1980","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Dourados ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09681","x","x","Doldina carinulata Stål, 1859","Doldina carinulata","Stål, 1859","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Heteroptera","Cimicomorpha","Reduviidae","Harpactorinae","Harpactorini","x","Doldina ","x","carinulata ","x","espécie","aceito","x","x","x","x","x","x","x","Amaral, M. E. C.","x","x","13","01","1980","x","x","13.I.1980","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Dourados ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00193","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02880","x","x","Dorisiana viridis (Olivier, 1790)","Dorisiana viridis","(Olivier, 1790)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Guyalnina","Dorisiana","x","viridis","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","16","10","2006","x","x","16.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"macho","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00193","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00194","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02879","x","x","Dorisiana drewseni (Stål, 1854)","Dorisiana drewseni","(Stål, 1854)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Guyalnina","Dorisiana","x","drewseni","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","16","10","2006","x","x","16.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"macho","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00194","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00195","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02878","x","x","Dorisiana drewseni (Stål, 1854)","Dorisiana drewseni","(Stål, 1854)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Guyalnina","Dorisiana","x","drewseni","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","16","10","2006","x","x","16.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00195","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00196","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 07260","x","x","Dorisiana drewseni (Stål, 1854)","Dorisiana drewseni","(Stål, 1854)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Guyalnina","Dorisiana","x","drewseni","x","espécie","aceito","x","cigarra","x","x","Oliveira, A. F.","2015-01-19","x","Oliveira, A. F.","x","x","09","12","2009","x","x","09.XII.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"macho","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00196","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00102","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 04791","x","x","Enchenopa sp.","Enchenopa","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Enchenopa","x","x","x","gênero","aceito","x","x","x","sp.","Oliveira, A. F.","2014-10-24","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00102","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00103","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 04751","x","x","Enchenopa sp.","Enchenopa","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Enchenopa","x","x","x","gênero","aceito","x","x","x","sp.","Oliveira, A. F.","2014-10-24","x","Godoi, M. N.","x","x","08","02","2012","x","x","08.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00103","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00197","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02888","x","x","Euschistus sp.","Euschistus","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Pentatominae","Pentatomini","x","Euschistus","x","x","x","gênero","aceito","x","maria-fedida","x","sp.","x","x","x","Amaral, M. E. C.","col. Nº 7","x","04","03","1980","x","x","04.III.1980","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Dourados","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00197","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00078","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00267","eppendorff contendo genitália - HEM00076","x","Fidicina sp.","Fidicina","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Fidicinina","Fidicina","x","x","x","gênero","aceito","x","x","x","sp.","Nacasato, D. P.","2014-08-20","x","Mello, R.","x","x","12","07","2006","x","x","12.VII.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Paranaíba","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00078","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00192","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02877","x","x","Fidicina mannifera (Fabricius, 1803)","Fidicina mannifera","(Fabricius, 1803)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Fidicinini","Fidicinina","Fidicina","x","mannifera","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","26","10","2006","x","x","26.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"macho","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00192","x"
"2017-01-10","sem qualquer dado de coleta","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00070","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00276","x","x","Fulgora sp.","Fulgora","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoridae","Fulgorinae","Fulgorini","x","Fulgora","x","x","x","gênero","aceito","x","cobra-voadora; jequitiranaboia","x","sp.","Oliveira, A. F.","2014-09-29","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00070","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00071","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00275","x","x","Fulgora sp.","Fulgora","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Fulgoromorpha","Fulgoridae","Fulgorinae","Fulgorini","x","Fulgora","x","x","x","gênero","aceito","x","cobra-voadora; jequitiranaboia","x","sp.","Oliveira, A. F.","2014-09-29","x","Pinto, B.","x","x","01","10","2006","x","x","01.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00071","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09790","x","x","Fulgora sp.","Fulgora","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Fulgoromorpha","Fulgoridae ","Fulgorinae","Fulgorini","x","Fulgora ","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Aranda, R.","x","x","11","x","2011","x","x","XI.2011","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Universidade Federal do Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial","artificial","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","artificial","class","order","artificial","artificial","family","artificial","artificial","artificial","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-01-10","identificação da espécie parece incorreta (seria fulvus?)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00159","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02904","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Coreidae","Coreinae ","Hypselonotini","x","Hypselonotus","x","interruptus","x","espécie","aceito","x","x","x","x","Faria, R. R.","2009","x","Faria, R. R.","x","x","16","10","2009","x","x","16.X.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00159","x"
"2017-01-10","identificação da espécie parece incorreta (seria interruptus?)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00160","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02901","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Coreidae","Coreinae ","Hypselonotini","x","Hypselonotus","x","fulvus","x","espécie","aceito","x","x","x","x","Faria, R. R.","2009","x","Faria, R. R.","x","x","15","10","2009","x","x","15.X.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00160","x"
"2017-01-10","identificação da espécie parece incorreta (seria fulvus?)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00161","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02903","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Coreidae","Coreinae ","Hypselonotini","x","Hypselonotus","x","interruptus","x","espécie","aceito","x","x","x","x","Faria, R. R.","2009","x","Faria, R. R.","x","x","31","10","2009","x","x","31.X.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00161","x"
"2017-01-10","identificação da espécie parece incorreta (seria fulvus?)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00162","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02902","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Coreidae","Coreinae ","Hypselonotini","x","Hypselonotus","x","interruptus","x","espécie","aceito","x","x","x","x","Faria, R. R.","2009","x","Faria, R. R.","x","x","29","10","2009","x","x","29.X.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00162","x"
"2017-01-10","identificação da espécie parece incorreta (seria fulvus?)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00163","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 02899","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Coreidae","Coreinae ","Hypselonotini","x","Hypselonotus","x","interruptus","x","espécie","aceito","x","x","x","x","Faria, R. R.","2009","x","Faria, R. R.","x","x","29","10","2009","x","x","29.X.2009","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00163","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09683","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Heteroptera","Pentatomorpha","Largidae","Larginae","Largini","x","Largus ","x","rufipennis","x","espécie","aceito","x","x","x","x","x","x","x","Amaral, M. E. C.","x","x","28","12","1979","x","x","28.XII.1979","x","x","x","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Dourados ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","fazer etiquetas","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00235","ARMINV 006 ZUFMS SECA","GAV 115","nenhum","x","x","Lethocerus sp.","Lethocerus","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Nepomorpha","Belostomatidae ","Lethocerinae","x","x","Lethocerus","x","x","x","gênero","aceito","x","barata-d'água","x","sp.","Santana, D. J.","2016-05-x","x","Santana, D. J.","x","x","01","04","2016","x","x","01.IV.2016","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00235","x"
