"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial","artificial","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","artificial","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2012-11-30","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COB...","coleção úmida","x","CEUFMS 06214","x","x","Collembola","Collembola","x","Animalia","Arthropoda","Hexapoda","Collembola","x","x","x","x","x","x","ordem","x","x","indeterminado","ICZN","x","x","x","x","Godoi, M. N.","x","x","20","04","2012","x","x","20.IV.2012","x","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2022-03-15","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COB00001","coleção úmida","x","nenhum","nenhum","nenhum","Denisiella sp. Folsom & Mills, 1938","Denisiella","Folsom & Mills, 1938","Animalia","Arthropoda","Hexapoda","Collembola","Symphypleona","Sminthurididae","Denisiella","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","CIPOLA, N. G.","2022","voucher","SINANI, T. R. F.; OLIVIER, R. S.","x","x","30","01","2022",13:00:00,"2022-01-30","30.I.2022","busca ativa","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","Sítio Arqueológico Aquidauana AQ5","20°27'23.9""S","55°29'02.9""W","-20.456628","-55.484128",10,"WGS84","x",195,195,"nenhum","nulo","nulo","Aglomerados em duas cavidades (“marmitas”) na rocha-matriz","lote de animais inteiros (ETOH 70%)",245,"x","x","adultos","não informado","selvagem","aglomerados","nenhuma","empréstimo","GR10/2022","x","x","x","foto thomaz","NCBI, 2022","x","x"
