"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00001","x","x","MOL001","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-21","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","21","05","1990","x","x","21.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",10,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 3","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00001","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00002","x","x","MOL002","nenhum","nenhum","Castalia ambigua inflata (d'Orbigny, 1835)","Castalia ambigua inflata","(d'Orbigny, 1835)","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","ambigua","inflata","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-21","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","21","05","1990","x","x","21.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00002","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00003","x","x","MOL003","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-21","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","21","05","1990","x","x","21.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",45,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 3","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00003","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00004","x","x","MOL004","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-21","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","21","05","1990","x","x","21.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",9,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 6","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00004","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00005","x","x","MOL006","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-22","voucher","MARINI, A. C. et al.","x","x","22","05","1990","x","x","22.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",19,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 11","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00005","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00006","x","x","MOL007","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-22","voucher","MARINI, A. C. et al.","x","x","22","05","1990","x","x","22.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",15,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00006","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00007","x","x","MOL008","nenhum","nenhum","Castalia ambigua inflata (d'Orbigny, 1835)","Castalia ambigua inflata","(d'Orbigny, 1835)","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","ambigua","inflata","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-05-22","voucher","MARINI, A. C. et al.","x","x","22","05","1990","x","x","22.V.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",16,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00007","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00008","x","x","MOL009","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-02-01","voucher","MARINI, A. C.","x","x","01","02","1990","x","x","01.II.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",11,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00008","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00009","x","x","MOL010","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",6,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00009","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00010","x","x","MOL011","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",9,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00010","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00011","x","x","MOL012","nenhum","nenhum","Castalia ambigua inflata (d'Orbigny, 1835)","Castalia ambigua inflata","(d'Orbigny, 1835)","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","ambigua","inflata","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",13,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00011","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00012","x","x","MOL013","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",34,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00012","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00013","x","x","MOL014","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",13,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00013","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00014","x","x","MOL015","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-13","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","13","07","1990","x","x","13.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00014","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00015","x","x","MOL016","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-07-15","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","15","07","1990","x","x","15.VII.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",3,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00015","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00016","x","x","MOL017","nenhum","nenhum","Pomacea haustrum (Reeve, 1856)","Pomacea haustrum","(Reeve, 1856)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","haustrum","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1994-05-15","voucher","MARTINS, G. R.","x","x","15","05","1994","x","x","15.V.1994","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Santa Rita do Rio Pardo","x","Ilha Bandeirante","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00016","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00017","x","x","MOL021","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-07","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","07","09","1990","x","x","07.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco); corpo mole (ETOH 70%)",57,"x","x","x","indeterminado","selvagem","indeterminado","corpo mole em álcool 70°GL: 57","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00017","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00018","x","x","MOL022","nenhum","nenhum","Castalia ambigua inflata (d'Orbigny, 1835)","Castalia ambigua inflata","(d'Orbigny, 1835)","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","ambigua","inflata","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-07","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","07","09","1990","x","x","07.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00018","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00019","x","x","MOL023","nenhum","nenhum","Castalia ambigua inflata (d'Orbigny, 1835)","Castalia ambigua inflata","(d'Orbigny, 1835)","Animalia","Mollusca","Bivalvia","Unionoida","Hyriidae","Castalia","x","ambigua","inflata","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-07","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","07","09","1990","x","x","07.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",3,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00019","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00020","x","x","MOL024","nenhum","nenhum","Anodontites (Anodontites) trigonus georginae (Gray, 1834)","Anodontites (Anodontites) trigonus georginae","(Gray, 1834)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Anodontites","trigonus","georginae","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-07","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","07","09","1990","x","x","07.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",2,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00020","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00021","x","x","MOL025","nenhum","nenhum","Pomacea canaliculata (Lamarck, 1822)","Pomacea canaliculata","(Lamarck, 1822)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","canaliculata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-26","voucher","SANTOS, A. V.","x","x","26","09","1990","x","x","26.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",13,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00021","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00022","x","x","MOL026","nenhum","nenhum","Anodontites (Lamproscapha) ensiformes (Spix, 1827)","Anodontites (Lamproscapha) ensiformes","(Spix, 1827)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","Lamproscapha","ensiformes","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-09-26","voucher","SANTOS, A. V.","x","x","26","09","1990","x","x","26.IX.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","x","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",1,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00022","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00023","x","x","MOL028","nenhum","nenhum","Pomacea haustrum (Reeve, 1856)","Pomacea haustrum","(Reeve, 1856)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","haustrum","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-11-04","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","04","11","1990","x","x","04.XI.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",24,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00023","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00024","x","x","MOL029","nenhum","nenhum","Anodontites trapesialis forbesianus (Lea, 1860)","Anodontites trapesialis forbesianus","(Lea, 1860)","Animalia","Mollusca","Bivalvia","Unionoida","Mycetopodidae","Anodontites","x","trapesialis","forbesianus","subespécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-11-04","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","04","11","1990","x","x","04.XI.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","concha (seco)",18,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00024","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00025","x","x","MOL030","nenhum","nenhum","Pomacea scalaris (d'Orbigny, 1835)","Pomacea scalaris","(d'Orbigny, 1835)","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","x","scalaris","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1990-11-04","voucher","MARINI, A. C.; SANTOS, A. V.","x","x","04","11","1990","x","x","04.XI.1990","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Nhecolândia","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",18,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00025","x"
"2017-09-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00026","x","x","MOL031","nenhum","nenhum","Leptinaria unilamelata (Potiez & Michaud, 1838)","Leptinaria unilamelata","(Potiez & Michaud, 1838)","Animalia","Mollusca","Gastropoda","Stylommatophora","Subulinidae","Leptinaria","x","unilamelata","x","espécie","aceito","x","indeterminado","ICZN","x","MARINI, A. C.","1989-08-01","voucher","MARINI, A. C.","x","x","01","08","1989","x","x","01.VIII.1989","indeterminado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","nulo","x","nulo","nulo","nulo","nenhum","nulo","nulo","x","animal inteiro (ETOH 70%)",11,"x","x","x","indeterminado","selvagem","indeterminado","nenhuma","em coleção","x","nenhuma","nenhuma","x","x","ITIS","br:UFMS:ZUFMS:ZUFMS-MOL00026","x"
