"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2019-02-14","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00087","organizar","organizar","nenhum","nenhum","nenhum","Sapajus apella (Linnaeus, 1758)","Sapajus apella","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Primates","Cebidae","Cebinae","Sapajus","x","apella","x","espécie","aceito","x","indeterminado","ICZN","x","SEVERO-NETO, F.","2019-02-14","voucher","LEMOS, L. F.","x","x","x","x","2018","x","2018","2018","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso","Figueirópolis do Oeste","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00087","x"
"2019-02-14","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00088","organizar","organizar","nenhum","nenhum","nenhum","Oligoryzomys sp. Bangs, 1900","Oligoryzomys sp.","Bangs, 1900","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oligoryzomys","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","SANTANA, D. J.","2019-02-01","voucher","SANTANA, D. J.","x","x","28","01","2019","x","2019-01-28","08.II.2019","encontrado morto em pitfall","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque estadual das Nascentes do Rio Taquari","18°09'26""S","53°24'43""W","-18.157.222","-53.411944","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Coletas Mapinguari","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00088","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00089","organizar","organizar","nenhum","nenhum","nenhum","Pithecia vanzolinii Hershkovitz, 1987","Pithecia vanzolinii","Hershkovitz, 1987","Animalia","Chordata","Mammalia","Primates","Pitheciidae","Pitheciinae","Pithecia","x","vanzolinii","x","espécie","aceito","x","parauacu","ICZN","x","NUNES, A. V.","x","voucher","x","x","x","x","x","2018","x","2018","2018","caça","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Acre","Tarauacá","x","Reserva Extrativista Riozinho da Liberdade","08°19'10.26""S","72°06'52.53""W","-8.3195170","-72.114592","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto de Doutorado André Valle Nunes","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00089","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00090","organizar","organizar","nenhum","ZUFMS-TEC00358; ZUFMS-TEC00359","Amostra de Tecido Muscular","Leopardus colocolo (Molina, 1782)","Leopardus colocolo","(Molina, 1782)","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felinae","Leopardus","x","colocolo","x","espécie","aceito","x","gato-palheiro","ICZN","x","OLIVEIRA-SANTOS, L. G.","2015-10-10","voucher","OLIVEIRA-SANTOS, L. G.; ANTUNES, P.; SANTANA, D. J.","x","x","10","10","2015","x","2015-10-10","10.X.2015","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","BR262; entrada da Fazenda San Francisco","20°08'31.4""S","56°37'19.1""W","-20.142041","-56.621972","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em preparação","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00090","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00091","organizar","organizar","MAM00032","ZUFMS-TEC00356; ZUFMS-TEC00357","Amostra de Tecido Muscular","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","x","x","voucher","PEREIRA, E. D. L.",1234,"x","13","11","2013","x","2013-11-13","13.XI.2013","atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Itiquira","x","Usina Hidrelétrica Ponte de Pedra","17°35'11.5""S","54°54'26.8""W","-17.586517","-54.907450","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em preparação","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00091","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00092","organizar","organizar","nenhum","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","YOGUI, D.","2019-02-04","voucher","YOGUI, D.","x","x","04","02","2019","x","2019-02-04","04.II.2019","encontrado morto","Pasto; eucalipto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Anhanduí","MS040 - Entre Campo Grande e Santa Rita do Pardo","20°53'33""S","54°08'14""W","-20.892452","-54.137137","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00092","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00093","organizar","organizar","nenhum","nenhum","nenhum","Ozotoceros bezoarticus (Linnaeus, 1758)","Ozotoceros bezoarticus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolinae","Ozotoceros","x","bezoarticus","x","espécie","aceito","x","veado-campeiro","ICZN","x","SUGAI, J. L. M. M.","2016","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00093","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00094","organizar","organizar","nenhum","nenhum","nenhum","Ozotoceros bezoarticus (Linnaeus, 1758)","Ozotoceros bezoarticus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolinae","Ozotoceros","x","bezoarticus","x","espécie","aceito","x","veado-campeiro","ICZN","x","SUGAI, J. L. M. M.","2016","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00094","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00095","organizar","organizar","nenhum","nenhum","nenhum","Procyon cancrivorus (G.[Baron] Cuvier, 1798)","Procyon cancrivorus","(G.[Baron] Cuvier, 1798)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Procyon","x","cancrivorus","x","espécie","aceito","x","mão-pelada","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'37.3""S","57°01'07.0""W","-19.577024","-57.018621","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00095","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00096","organizar","organizar","nenhum","nenhum","nenhum","Nasua nasua (Linnaeus, 1766)","Nasua nasua","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Nasua","x","nasua","x","espécie","aceito","x","quati","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","SUGAI, J. L. M. M.","x","x","x","x","2008","x","2008","2008","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'37.3""S","57°01'07.0""W","-19.577024","-57.018621","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00096","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00097","organizar","organizar","nenhum","nenhum","nenhum","Dasyprocta azarae Lichtenstein, 1823","Dasyprocta azarae","Lichtenstein, 1823","Animalia","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyproctinae","Dasyprocta","x","azarae","x","espécie","aceito","x","cutia","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00097","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00098","organizar","organizar","nenhum","nenhum","nenhum","Nasua nasua (Linnaeus, 1766)","Nasua nasua","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Nasua","x","nasua","x","espécie","aceito","x","quati","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00098","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00099","organizar","organizar","nenhum","nenhum","nenhum","Alouatta caraya (Humboldt, 1812)","Alouatta caraya","(Humboldt, 1812)","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouattinae","Alouatta","x","caraya","x","espécie","aceito","x","bugio","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","SUGAI, J. L. M. M.","x","x","x","x","2008","x","2008","2008","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Base de Estudos do Pantanal - UFMS","19°34'37.3""S","57°01'07.0""W","-19.577024","-57.018621","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00099","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00100","organizar","organizar","nenhum","nenhum","nenhum","Nasua nasua (Linnaeus, 1766)","Nasua nasua","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Nasua","x","nasua","x","espécie","aceito","x","quati","ICZN","x","SEVERO-NETO, F.","2019-03-15","voucher","FERREIRA, J. D.","x","x","x","x","2015","x","2015","2015","crânio encontrado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Minas Gerais","Cascalho Rico","x","Fazenda Cocal","18°37'8.16""S","47°53'28""W","-18.618930","-47.891110","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Doado por Vanda Lúcia Ferreira","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00100","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00101","organizar","organizar","nenhum","nenhum","nenhum","Alouatta sp. Lacépède, 1799","Alouatta","Lacépède, 1799","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouattinae","Alouatta","x","x","x","gênero","aceito","x","bugio","ICZN","sp.","SEVERO-NETO, F.","2019-03-15","voucher","FERREIRA, J. D.","x","x","x","x","2015","x","2015","2015","crânio encontrado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Minas Gerais","Cascalho Rico","x","Fazenda Cocal","18°37'8.16""S","47°53'28""W","-18.618930","-47.891110","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Doado por Vanda Lúcia Ferreira","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00101","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00102","organizar","organizar","nenhum","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","YOGUI, D.","2019-03-06","voucher","YOGUI, D.","x","x","06","03","2019","x","2019-03-06","06.III.2019","encontrado morto","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Andradina","x","BR267 - Santa Rita do Pardo até Campo Grande","21°49'21""S","53°06'49""W","-21.822458","-53.113591","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00102","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00103","organizar","organizar","nenhum","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","lobinho","ICZN","x","YOGUI, D.","2019-02-26","voucher","YOGUI, D.","x","x","26","02","2019","x","2019-02-26","26.II.2019","encontrado morto","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Ribas do Rio Pardo","Bálsamo","BR262 - Campo Grande até Água Clara","20°28'19""S","54°05'32""W","-20.471950","-54.092141","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","M:\ZUFMS - Gerenciamento\Coleção Zoológica ZUFMS\COLEÇÕES ZUFMS\ZUFMS MNV - Mamíferos Não-Voadores\MNV Mídia\ZUFMS-MNV00103.JPG","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00103","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00104","organizar","organizar","nenhum","nenhum","nenhum","Procyon cancrivorus (G.[Baron] Cuvier, 1798)","Procyon cancrivorus","(G.[Baron] Cuvier, 1798)","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyoninae","Procyon","x","cancrivorus","x","espécie","aceito","x","mão-pelada","ICZN","x","YOGUI, D.","2019-02-27","voucher","YOGUI, D.","x","x","27","02","2019","x","2019-02-27","27.II.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Anastácio","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°30'20""S","55°43'07""W","-20.505456","-55.718520","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00104","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00105","organizar","organizar","nenhum","nenhum","nenhum","Dasypus novemcinctus Linnaeus, 1758","Dasypus novemcinctus","Linnaeus, 1758","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypodinae","Dasypus","x","novemcinctus","x","espécie","aceito","x","tatu-galinha","ICZN","x","YOGUI, D.","2019-03-07","voucher","YOGUI, D.","x","x","07","03","2019","x","2019-03-07","07.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Alvorada do Sul","x","MS338/BR267/BR163 - Santa Rita do Pardo até Campo Grande","21°35'44""S","54°03'58""W","-21.595689","-54.066341","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00105","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00106","organizar","organizar","nenhum","nenhum","nenhum","Euphractus sexcinctus (Linnaeus, 1758)","Euphractus sexcinctus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Euphractinae","Euphractus","x","sexcinctus","x","espécie","aceito","x","tatu-peba","ICZN","x","SUGAI, J. L. M. M.","2006","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00106","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00107","organizar","organizar","nenhum","nenhum","nenhum","Pecari tajacu (Linnaeus, 1758)","Pecari tajacu","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","Tayassuinae","Pecari","x","tajacu","x","espécie","aceito","x","cateto","ICZN","x","KEUROGHLIAN, A.","2019-03-25","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00107","x"
"2019-04-09","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00108","organizar","organizar","nenhum","nenhum","nenhum","Tayassu pecari (Link, 1795)","Tayassu pecari","(Link, 1795)","Animalia","Chordata","Mammalia","Artiodactyla","Tayassuidae","Tayassuinae","Tayassu","x","pecari","x","espécie","aceito","x","queixada","ICZN","x","KEUROGHLIAN, A.","2019-03-25","voucher","SUGAI, J. L. M. M.","x","x","x","x","2006","x","2006","2006","crânio encontrado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Nhumirim","18°59'17""S","56°37'08""W","-18.988056","-56.618889","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00108","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00109","organizar","organizar","nenhum","nenhum","nenhum","Eira barbara Hamilton Smith, 1842","Eira barbara","Hamilton Smith, 1842","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","Eira","x","barbara","x","espécie","aceito","x","irara","ICZN","x","YOGUI, D.","2019-03-28","voucher","YOGUI, D.","x","x","28","03","2019","x","2019-03-28","28.III.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Ribas do Rio Pardo","x","BR262 - Campo Grande até Água Clara","20°27'33""S","53°42'58""W","-20.459108","-53.715985","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00109","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00110","organizar","organizar","nenhum","nenhum","nenhum","Tamandua tetradactyla (Linnaeus, 1758)","Tamandua tetradactyla","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Pilosa","Myrmecophagidae","Choloepinae","Tamandua","x","tetradactyla","x","espécie","aceito","x","tamanduá-mirim","ICZN","x","YOGUI, D.","2019-03-12","voucher","YOGUI, D.","x","x","12","03","2019","x","2019-03-12","12.III.2019","crânio encontrado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Naviraí","x","BR163","23°07'57""S","54°11'54""W","-23.132625","-54.198224","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00110","x"
"2019-06-03","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00111","organizar","organizar","nenhum","nenhum","nenhum","Myrmecophaga tridactyla Linnaeus, 1758","Myrmecophaga tridactyla","Linnaeus, 1758","Animalia","Chordata","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaginae","Myrmecophaga","x","tridactyla","x","espécie","aceito","x","tamanduá-bandeira","ICZN","x","YOGUI, D.","2019-02-27","voucher","YOGUI, D.","x","x","27","03","2019","x","2019-02-27","27.II.2019","vítima de atropelamento","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Anastácio","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°30'05""S","55°46'04""W","-20.501396","-55.767776","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00111","x"
