"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Superfamília","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00043","ARMINV 004 ZUFMS ÚMIDA","PLAG; ZUFMS PARASITOS P001","nenhum","nenhum","nenhum","Diplostomum Nordmann, 1832","Diplostomum","Nordmann, 1832","Animalia","Platyhelminthes","Trematoda","Strigeidida","Diplostomoidea","Diplostomatidae","Diplostominae","Diplostomum","x","x","x","gênero","x","x","x","ICZN","sp.","SOARES, P.","2018","voucher","SOARES, P.",12,"x","02","04","2016","19:00","2016-04-02","02.IV.2016","necropsia","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","19°01'05.12""S","56°23'40.12""W","-19.018089","-56.394478",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","imaturo","não informado","selvagem","parasito","nenhuma","em tombamento","x","x","x","Doutorado Priscilla Soares","nenhuma","CTFB, 2018","br:UFMS:ZUFMS:ZUFMS-PLA00043","x"
"2018-12-05","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00044","ARMINV 004 ZUFMS ÚMIDA","PLAI; ZUFMS PARASITOS P001","nenhum","nenhum","nenhum","Proteocephalidea Mola, 1928","Proteocephalidea","Mola, 1928","Animalia","Platyhelminthes","Cestoda","x","x","x","x","x","x","x","x","ordem","x","x","x","ICZN","x","SOARES, P.","2018","voucher","SOARES, P.",18,"x","02","04","2016","19:00","2016-04-02","02.IV.2016","necropsia","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","19°01'05.12""S","56°23'40.12""W","-19.018089","-56.394478",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",9,"hermafrodita","não informado","imaturo","não informado","selvagem","parasito","nenhuma","em tombamento","x","x","x","Doutorado Priscilla Soares","nenhuma","CTFB, 2018","br:UFMS:ZUFMS:ZUFMS-PLA00044","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00045","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","13","10","2020","09:30:00/11:30:00","2020-10-13","13.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00045","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00046","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","13","10","2020","09:30:00/11:30:00","2020-10-13","13.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",3,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00046","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00047","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00047","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00048","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00048","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00049","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00049","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00050","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00050","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00051","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",32,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00051","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00052","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00052","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00053","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","03","12","2020","09:30:00/11:30:00","2020-12-03","03.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Mauá da Serra","x","Cenoura","23°53'49.74""S","51°17'31.39""W","-23.897150","-51.292053","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00053","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00054","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00054","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00055","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00055","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00056","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",19,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00056","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00057","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00057","x"
"2021-02-11","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00058","LOTE37","PLAM","nenhum","nenhum","nenhum","Trematoda Rudolphi, 1808","Trematoda","Rudolphi, 1808","Animalia","Platyhelminthes","Trematoda","x","x","x","x","x","x","x","x","classe","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","21","11","2020","09:30:00/11:30:00","2020-11-21","21.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00058","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00059","organizar","PLAN","nenhum","nenhum","nenhum","Ophiotaenia sp. La Rue, 1911","Ophiotaenia","La Rue, 1911","Animalia","Platyhelminthes","Cestoda","Proteocephalidea","Proteocephaloidea","Proteocephalidae","Proteocephalinae","Ophiotaenia","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","001","x","24","01","2018","13:00:00/17:00:00","2018-01-24","24.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00059","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00060","organizar","individual","nenhum","nenhum","nenhum","Catadiscus sp. Cohn, 1904","Catadiscus","Cohn, 1904","Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Paramphistomoidea","Diplodiscidae","Paramphistominae","Catadiscus","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","048","x","26","01","2018","13:00:00/17:00:00","2018-01-26","26.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00060","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00061","organizar","individual","nenhum","nenhum","nenhum","Cylindrotaenia americana Jewel, 1916","Cylindrotaenia americana","Jewel, 1916","Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Nematotaenioidae","Nematotaeniidae","Nematotaeniinae","Cylindrotaenia","x","americana","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","052","x","26","01","2018","13:00:00/17:00:00","2018-01-26","26.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00061","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00062","organizar","individual","nenhum","nenhum","nenhum","Clinostomum sp. Leidy, 1856","Clinostomum","Leidy, 1856","Animalia","Platyhelminthes","Trematoda","Diplostomida","Schistosomatoidea","Clinostomidae","Clinostominae","Clinostomum","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","092b","x","27","01","2018","13:00:00/17:00:00","2018-01-27","27.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (lâmina permanente)",1,"hermafrodita","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00062","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00063","organizar","PLAO","nenhum","nenhum","nenhum","Diplostomidae Poirier, 1886","Diplostomidae","Poirier, 1886","Animalia","Platyhelminthes","Trematoda","Diplostomida","Diplostomoidea","Diplostomidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","096","x","27","01","2018","13:00:00/17:00:00","2018-01-27","27.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00063","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00064","organizar","PLAO","nenhum","nenhum","nenhum","Diplostomum sp. Nordmann, 1832","Diplostomum","Nordmann, 1832","Animalia","Platyhelminthes","Trematoda","Diplostomida","Diplostomoidea","Diplostomidae","Diplostominae","Diplostomum","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","097","x","27","01","2018","13:00:00/17:00:00","2018-01-27","27.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00064","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00065","organizar","individual","nenhum","nenhum","nenhum","Mesocoelium monas (Rudolphi, 1819) Freitas, 1958","Mesocoelium monas","(Rudolphi, 1819) Freitas, 1958","Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Gorgoderoidea","Mesocoeliidae","Brachycoeliinae","Mesocoelium","x","monas","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","104","x","28","01","2018","13:00:00/17:00:00","2018-01-28","28.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","com ovos","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00065","x"
"2021-07-15","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-PLA00066","organizar","PLAO","nenhum","nenhum","nenhum","Lophosicyadiplostomum aff. nephrocystis (Lutz, 1928) Dubois, 1937","Lophosicyadiplostomum nephrocystis","(Lutz, 1928), Dubois, 1937","Animalia","Platyhelminthes","Trematoda","Diplostomida","Diplostomoidea","Diplostomidae","Diplostominae","Lophosicyadiplostomum","x","nephrocystis","x","espécie","aceito","x","x","ICZN","aff.","SILVA, I. C. O.","2020-09-23","voucher","SILVA, I. C. O.","154a","x","30","01","2018","13:00:00/17:00:00","2018-01-30","30.I.2018","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Alcinópolis","x","Parque Estadual das Nascentes do Rio Taquari","18°09'54.5""S","53°24'56.9""W","-18.165139","-53.415806","nulo","WGS84","x","nulo ","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"x","não informado","jovem","indeterminado","selvagem","parasitando","nenhuma","em tombamento","x","x","x","Laboratório de Parasitologia Animal; Doutorado Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2021","br:UFMS:ZUFMS:ZUFMS-PLA00066","x"
