"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00123","com Francisco Severo","CRUA","nenhum","nenhum","nenhum","Branchinecta sp.","Branchinecta","x","Animalia","Arthropoda","Crustacea","Branchiopoda","Anostraca","Branchinectidae","Branchinecta","x","x","x","gênero","aceito","x","x","ICZN","sp.","Volcan, M. V.","2017-05-29","x","Severo-Neto, F.","x","x","27","05","2017","x","x","27.V.2017","puçá","x","x","x","América do Sul","Brasil","BR","x","Mato Grosso do Sul","Porto Murtinho","x","Fazenda Estrela","21°30'42""S","57°31'43""W","-21.511667","-57.528611","x","WGS84","x",126,126,"x","x","0,1","poça temporária","animal inteiro (ETOH P.A.)",2,"indeterminado","x","adulto","x","selvagem","x","x","enviado para identificação","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00123","x"
"2017-10-20","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00124","ARMINV 002 ZUFMS ÚMIDA","LAM003-2; ZUFMS-CRUSTACEA P010","nenhum","nenhum","nenhum","Hatschekia janei sp. nov. em descrição","Hatschekia janei","Alves, não publicado","Animalia","Arthropoda","Crustacea","Maxillopoda","Siphonostomatoida","Hatschekiidae","Hatschekia","x","janei","x","x","espécie","x","x","ICZN","x","Alves, A. M.","x","x","Alves, A. M","x","x","x","x","2017","x","x","x","necropsia","x","x","x","América do Sul","Brasil","BRA","x","Sergipe","Aracaju","x","x","10°54'17""S","37°02'56""W","-10.904722","-37.048889","x","WGS84","x","x","x","x","x","x","x","animal inteiro (lâmina com Hoyer)",2,"fêmea","x","adulto","x","x","x","ectoparasito de Lutianus analis (Linnaeus, 1758) (Perciformes: Lutjanidae) ","x","x","x","x","material estudado por André Mota Alves","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00124","x"
"2017-10-20","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00125","ARMINV 002 ZUFMS ÚMIDA","CRUB: ZUFMS-CRUSTACEA P010","nenhum","nenhum","nenhum","Hatschekia janei sp. nov. em descrição","Hatschekia janei","Alves, não publicado","Animalia","Arthropoda","Crustacea","Maxillopoda","Siphonostomatoida","Hatschekiidae","Hatschekia","x","janei","x","x","espécie","x","x","ICZN","x","Alves, A. M.","x","x","Alves, A. M","x","x","x","x","2017","x","x","x","necropsia","x","x","x","América do Sul","Brasil","BRA","x","Sergipe","Aracaju","x","x","10°54'17""S","37°02'56""W","-10.904722","-37.048889","x","WGS84","x","x","x","x","x","x","x","animal inteiro (ETOH 100%)",8,"fêmea","x","adulto","x","x","x","ectoparasito de Lutjanus jocu (Bloch & Schneider, 1801) (Perciformes: Lutjanidae)","x","x","x","x","material estudado por André Mota Alves","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00125","x"
"2017-10-20","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00126","ARMINV 002 ZUFMS ÚMIDA","LAM003-1; ZUFMS-CRUSTACEA P010","nenhum","nenhum","nenhum","Hatschekia pochei sp. nov. em descrição","Hatschekia pochei","Alves, não publicado","Animalia","Arthropoda","Crustacea","Maxillopoda","Siphonostomatoida","Hatschekiidae","Hatschekia","x","pochei","x","x","espécie","x","x","ICZN","x","Alves, A. M.","x","x","Alves, A. M","x","x","x","x","2017","x","x","x","necropsia","x","x","x","América do Sul","Brasil","BRA","x","Sergipe","Aracaju","x","x","10°54'17""S","37°02'56""W","-10.904722","-37.048889","x","WGS84","x","x","x","x","x","x","x","animal inteiro (lâmina com Grew e Wess)",2,"fêmea","x","adulto","x","x","x","ectoparasito de Lutianus analis (Linnaeus, 1758) (Perciformes: Lutjanidae) ","x","x","x","x","material estudado por André Mota Alves","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00126","x"
"2018-11-13","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00127","ARMÁRIO DE TIPOS COLEÇÃO ÚMIDA","CRUD","nenhum","nenhum","nenhum","Dipteropeltis sp. Calman, 1912","Dipteropeltis","Calman, 1912","Animalia","Arthropoda","Crustacea","Maxillopoda","Arguloida","Argulidae","Dipteropeltis","x","x","x","gênero","em descrição","Branchiura","x","ICZN","sp. nov.","Negreiros, L.","2015-06-30","parátipo","Negreiros, L.","número 16; PB0019","coleta estiagem","20","06","2015","07:00/17:01","2015-06-01/2015-12-30","20.VI.2015","rede de arrasto","Amazônia","estação de estiagem","x","América do Sul","Brasil","BRA","Bacia do Rio Acre","Acre","Rio Branco","Rio Branco","Bairro Aeroporto Velho","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","adulto","x","x","parasito","x","x","x","x","Negreiros et al., 2018 Community structure of metazoan parasites from Pimelodus blochii in two rivers of the Western Brazilian Amazon: same seasonal traits, but different anthropogenic impacts","Fauna de parasitos metazoários de Calophysus macropterus e Pimelodus blochii (Pimelodidae) do estado do Acre: uma abordagem taxonômica, morfológica, molecular e ecológica","x","Calman, 1912","br:UFMS:ZUFMS:ZUFMS-CRU00127","x"
"2018-11-13","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00128","ARMÁRIO DE TIPOS COLEÇÃO ÚMIDA","CRUD","nenhum","nenhum","nenhum","Ergasilus sp. Nordmann, 1832","Ergasilus","Nordmann, 1832","Animalia","Arthropoda","Crustacea","Hexanauplia","Poecilostomatoida","Ergasilidae","Ergasilus","x","x","x","gênero","em descrição","Copepoda","x","ICZN","sp. nov.","Negreiros, L.","2015-06-30","parátipo","Negreiros, L.","número 17; PB0020","coleta estiagem","20","06","2015","07:00/17:01","2015-06-01/2015-12-30","20.VI.2015","rede de arrasto","Amazônia","estação de estiagem","x","América do Sul","Brasil","BRA","Bacia do Rio Acre","Acre","Rio Branco","Rio Branco","Bairro Aeroporto Velho","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","adulto","x","x","parasito","x","conferir","x","x","Negreiros et al., 2018 Community structure of metazoan parasites from Pimelodus blochii in two rivers of the Western Brazilian Amazon: same seasonal traits, but different anthropogenic impacts","Fauna de parasitos metazoários de Calophysus macropterus e Pimelodus blochii (Pimelodidae) do estado do Acre: uma abordagem taxonômica, morfológica, molecular e ecológica","x","CTFB, 2018","br:UFMS:ZUFMS:ZUFMS-CRU00128","x"
"2018-11-13","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00129","ARMINV 002 ZUFMS ÚMIDA","CRUE; ZUFMS CRU P010","nenhum","nenhum","nenhum","Minilernaea floricapitella Tatcher & Huergo, 2005","Minilernaea floricapitella","Tatcher & Huergo, 2005","Animalia","Arthropoda","Crustacea","Hexanauplia","Cyclopoida","Lernaeidae","Minilernaea","x","floricapitella","x","espécie","aceito","x","x","ICZN","x","Negreiros, L.","2015-06-30","voucher","Negreiros, L.","número 18; PB0021","coleta estiagem","20","06","2015","07:00/17:01","2015-06-01/2015-12-30","20.VI.2015","rede de arrasto","Amazônia","estação de estiagem","x","América do Sul","Brasil","BRA","Bacia do Rio Acre","Acre","Rio Branco","Rio Branco","Bairro Aeroporto Velho","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","adulto","x","x","parasito","x","x","x","x","Negreiros et al., 2018 Community structure of metazoan parasites from Pimelodus blochii in two rivers of the Western Brazilian Amazon: same seasonal traits, but different anthropogenic impacts","Fauna de parasitos metazoários de Calophysus macropterus e Pimelodus blochii (Pimelodidae) do estado do Acre: uma abordagem taxonômica, morfológica, molecular e ecológica","x","Tatcher & Huergo, 2005","br:UFMS:ZUFMS:ZUFMS-CRU00129","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00130","LOTE10","CRUC","nenhum","nenhum","nenhum","Aegla sp. Leach, 1820","Aegla","Leach, 1820","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Aeglidae","Aegla","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",3,"2 machos; 1 irreconhecível","não informado","2 adultos; 1 jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00130","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00131","LOTE10","CRUC","nenhum","nenhum","nenhum","Aegla sp. Leach, 1820","Aegla","Leach, 1820","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Aeglidae","Aegla","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"macho","não informado","jovem","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00131","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00132","LOTE11","individual","nenhum","nenhum","nenhum","Amphipoda Latreille, 1816","Amphipoda","Amphipoda","Animalia","Arthropoda","Crustacea","Malacostraca","Amphipoda","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00132","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00133","LOTE24","individual","nenhum","nenhum","nenhum","Philosciidae Kinahan, 1857","Philosciidae","Kinahan, 1857","Animalia","Arthropoda","Crustacea","Malacostraca","Isopoda","Philosciidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00133","x"
"2021-11-01","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00134","organizar","CRUF","nenhum","nenhum","nenhum","Venezillo sp. Verhoeff, 1928","Venezillo","Verhoeff, 1928","Animalia","Arthropoda","Crustacea","Malacostraca","Isopoda","Armadillidae","Venezillo","x","x","x","gênero","aceito","x","tatuzinho-de-jardim","ICZN","sp.","ANTÔNIO-SILVA, L.","2019-10-15","voucher","LUCON, T. N.","MS021","x","13","06","2019","0,583333333333333","2019-06-13","13.VI.2019","busca ativa","Mata seca associada a afloramento calcário","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Serra das Três Cruzes","20°32'30.97""S","56°44'16.96""W","-20.541938","-56.738044",9,"SIRGAS2000","GPS: 020°30'00""S--020°33'00""S/056°44'56""W--056°41'57""W",241,241,"nenhum","nulo","nulo","coletado no Abrigo MS72","lote de animais inteiros (ETOH 70%)",2,"indeterminado","não informado","juvenis","não reprodutivo","selvagem","forrageando","nenhuma","em coleção","x","CAMPOS-FILHO, Ivanklin, S.; CARDOSO, Giovanna M. & AGUIAR, José O.Catálogo de isópodes terrestres (Crustacea, Isopoda, Oniscidea) do Brasil: uma atualização com algumas considerações. Nauplius vol.26 Cruz das Almas 2018 Epub Dec 06, 2018.","x","Projeto Filitos Sul, InterCement Brasil S.A ","nenhuma","ITIS, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00134","x"
"2021-11-01","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00135","organizar","CRUF","nenhum","nenhum","nenhum","Venezillo sp. Verhoeff, 1928","Venezillo","Verhoeff, 1928","Animalia","Arthropoda","Crustacea","Malacostraca","Isopoda","Armadillidae","Venezillo","x","x","x","gênero","aceito","x","tatuzinho-de-jardim","ICZN","sp.","ANTÔNIO-SILVA, L.","2019-10-15","voucher","LUCON, T. N.","MS022","x","13","06","2019","0,708333333333333","2019-06-13","13.VI.2019","busca ativa","Mata seca associada a afloramento calcário","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Serra das Três Cruzes","20°32'30.62""S","56°44'16.44""W","-20.541839","-56.737900",9,"SIRGAS2000","GPS: 020°30'00""S--020°33'00""S/056°44'56""W--056°41'57""W",258,258,"nenhum","nulo","nulo","coletado na Caverna MS75","lote de animais inteiros (ETOH 70%)",2,"indeterminado","não informado","juvenis","não reprodutivo","selvagem","forrageando","nenhuma","em coleção","x","CAMPOS-FILHO, Ivanklin, S.; CARDOSO, Giovanna M. & AGUIAR, José O.Catálogo de isópodes terrestres (Crustacea, Isopoda, Oniscidea) do Brasil: uma atualização com algumas considerações. Nauplius vol.26 Cruz das Almas 2018 Epub Dec 06, 2018.","x","Projeto Filitos Sul, InterCement Brasil S.A ","nenhuma","ITIS, 2021","br:UFMS:ZUFMS:ZUFMS-CRU00135","x"
