"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00067","ARMINV 002 ZUFMS ÚMIDA","x","CRU091","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-11-08","voucher","Santos, A. V.","x","x","02","11","1990","x","x","02.XI.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",2,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00067","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00068","ARMINV 002 ZUFMS ÚMIDA","x","CRU092","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-09-16","voucher","Resende, U. M.","x","x","11","09","1991","x","x","11.IX.1991","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","Rio Paraguai","x","x","x","animal inteiro (ETOH 70%)",4,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00068","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00069","ARMINV 002 ZUFMS ÚMIDA","x","CRU093","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-12-02","voucher","Marini, A. C.","x","x","02","11","1990","x","x","02.XI.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","com ovos","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00069","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00070","ARMINV 002 ZUFMS ÚMIDA","x","CRU094","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-12-02","voucher","Marini, A. C.","x","x","02","11","1990","x","x","02.XI.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","x","x","selvagem","x","x","empréstimo","GR31/2016","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00070","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00071","ARMINV 002 ZUFMS ÚMIDA","x","CRU095","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-12-02","voucher","Marini, A. C.","x","x","04","11","1990","x","x","04.XI.1990","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00071","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00072","ARMINV 002 ZUFMS ÚMIDA","x","CRU096","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1990-12-02","voucher","Marini, A. C.","x","x","04","11","1990","x","x","04.XI.1990","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00072","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00073","ARMINV 002 ZUFMS ÚMIDA","x","CRU097","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-12-02","voucher","Marini, A. C.","x","x","19","01","1991","x","x","19.I.1991","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",13,"indeterminado","x","x","x","selvagem","x","x","empréstimo","GR31/2016","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00073","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00074","ARMINV 002 ZUFMS ÚMIDA","x","CRU098","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-12-02","voucher","Marini, A. C.","x","x","04","11","1990","x","x","04.XI.1990","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",46,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00074","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00075","ARMINV 002 ZUFMS ÚMIDA","x","CRU116","nenhum","nenhum","Dolops geayi (Bouvier, 1897)","Dolops geayi","(Bouvier, 1897)","Animalia","Arthropoda","Crustacea","Maxillopoda","Arguloida","Argulidae","Dolops","x","geayi","x","espécie","aceito","x","x","ICZN","x","Ribeiro, M. A.","1991-11-11","voucher","Ribeiro, M. A.","x","x","31","10","1991","x","x","31.X.1991","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00075","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00076","ARMINV 002 ZUFMS ÚMIDA","x","CRU118","nenhum","nenhum","Dolops geayi (Bouvier, 1897)","Dolops geayi","(Bouvier, 1897)","Animalia","Arthropoda","Crustacea","Maxillopoda","Arguloida","Argulidae","Dolops","x","geayi","x","espécie","aceito","x","x","ICZN","x","Ribeiro, M. A.","1991-11-11","voucher","Ribeiro, M. A.","x","x","01","11","1991","x","x","01.XI.1991","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00076","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00077","ARMINV 002 ZUFMS ÚMIDA","x","CRU134","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-12-20","voucher","Uetanabaro, M.","x","x","18","12","1991","x","x","18.XII.1991","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",6,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00077","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00078","ARMINV 002 ZUFMS ÚMIDA","x","CRU135","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-12-20","voucher","Uetanabaro, M.","x","x","18","12","1991","x","x","18.XII.1991","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",2,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00078","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00079","ARMINV 002 ZUFMS ÚMIDA","x","CRU136","nenhum","nenhum","Valdivia camerani (Nobili, 1896)","Valdivia camerani","(Nobili, 1896)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Valdivia","x","camerani","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1991-12-20","voucher","Uetanabaro, M.","x","x","18","12","1991","x","x","18.XII.1991","x","carandazal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00079","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00080","ARMINV 002 ZUFMS ÚMIDA","x","CRU137","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-03-12","voucher","Bordenaruk, M. I. M.","x","x","18","02","1992","x","x","18.II.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",12,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00080","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00081","ARMINV 002 ZUFMS ÚMIDA","x","CRU138","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-03-12","voucher","Bordenaruk, M. I. M.","x","x","18","02","1992","x","x","18.II.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00081","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00082","ARMINV 002 ZUFMS ÚMIDA","x","CRU139","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-06-02","voucher","Louzan, J. C.","x","x","28","05","1992","x","x","28.V.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00082","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00083","ARMINV 002 ZUFMS ÚMIDA","x","CRU140","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-06-24","voucher","Marini, A. C.","x","x","18","06","1992","x","x","18.VI.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","x","x","x","x","x","x","x","x","x","Rio Sucuri","x","x","nascente do rio","animal inteiro (ETOH 70%)",1,"macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00083","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00084","ARMINV 002 ZUFMS ÚMIDA","x","CRU141","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-06-25","voucher","Bordenaruk, M. I. M.","x","x","02","06","1992","x","x","02.VI.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",14,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00084","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00085","ARMINV 002 ZUFMS ÚMIDA","x","CRU144","nenhum","nenhum","Potiicoara brasiliensis Pires, 1987","Potiicoara brasiliensis","Pires, 1987","Animalia","Arthropoda","Crustacea","Malacostraca","Spelaeogriphacea","Spelaeogriphidae","Potiicoara","x","brasiliensis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1992-06-25","voucher","Marini, A. C. & Boggiani, P. C.","x","x","19","06","1992","x","x","19.VI.1992","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Gruta do Lago Azul","21°08'41.20""S","56°35'28.86""W","-21.144778","-56.591350","x","WGS84","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",32,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00085","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00086","ARMINV 002 ZUFMS ÚMIDA","x","CRU152","nenhum","nenhum","Macrobrachium brasiliense (Heller, 1868)","Macrobrachium brasiliense","(Heller, 1868)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","brasiliense","x","espécie","aceito","x","x","ICZN","x","Magalhães, C.","1997-08-06","voucher","Marini, A. C.","x","x","15","02","1990","x","x","15.II.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°26'52.26""S","54°33'33""W","-20.447850","-54.559167","x","WGS84","x","x","x","Córrego Desbarrancado","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00086","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00087","ARMINV 002 ZUFMS ÚMIDA","x","CRU153","nenhum","nenhum","Dilocarcinus (Dilocarcinus) pagei pagei Stimpson, 1861","Dilocarcinus (Dilocarcinus) pagei pagei","Stimpson, 1861","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Dilocarcinus","Dilocarcinus","pagei","pagei","subespécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-03-07","voucher","Marini, A. C.","x","x","28","02","1995","x","x","28.II.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","x","x","x","x","x","x","x","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",1,"fêmea","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00087","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00088","ARMINV 002 ZUFMS ÚMIDA","x","CRU154","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-04-13","voucher","Marini, A. C.","x","x","22","05","1990","x","x","22.V.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",140,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00088","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00089","ARMINV 002 ZUFMS ÚMIDA","x","CRU155","nenhum","nenhum","Macrobrachium amazonicum (Heller, 1862)","Macrobrachium amazonicum","(Heller, 1862)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","amazonicum","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-04-13","voucher","Marini, A. C.","x","x","17","07","1990","x","x","17.VII.1990","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Abobral","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (ETOH 70%)",36,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00089","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00090","ARMINV 002 ZUFMS ÚMIDA","x","CRU156","nenhum","nenhum","Macrobrachium brasiliense (Heller, 1868)","Macrobrachium brasiliense","(Heller, 1868)","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","x","brasiliense","x","espécie","aceito","x","x","ICZN","x","Magalhães, C.","1997-08-06","voucher","Ormay, J.","x","x","05","04","1985","x","x","05.IV.1985","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°09'45.66""S ","56°26'25.14""W","-21.162683","-56.440317","x","WGS84","x","x","x","Baía Bonita","x","x","x","animal inteiro (ETOH 70%)",5,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00090","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00091","ARMINV 002 ZUFMS ÚMIDA","x","CRU157","nenhum","nenhum","x","x","x","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","x","x","x","x","x","ordem","x","x","x","ICZN","x","Marini, A. C.","1995-06-19","voucher","Marini, A. C. & Leonel, W.","x","x","29","04","1995","x","x","29.IV.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x","x","x","Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",17,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00091","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00092","ARMINV 002 ZUFMS ÚMIDA","x","CRU158","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-05-05","voucher","x","x","x","29","04","1995","x","x","29.IV.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",19,"indeterminado","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00092","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00093","ARMINV 002 ZUFMS ÚMIDA","x","CRU159","nenhum","nenhum","Trichodactylus (Trichodactylus) borellianus Nobili, 1896","Trichodactylus (Trichodactylus) borellianus","Nobili, 1896","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Trichodactylus","Trichodactylus","borellianus","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-05-29","voucher","Louzan, J. C.","x","x","19","09","1993","x","x","19.IX.1993","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","Rio Vermelho","x","x","x","animal inteiro (ETOH 70%)",1,"indeterminado","x","x","x","selvagem","x","x","empréstimo","GR31/2016","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00093","x"
"2016-10-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CRU00094","ARMINV 002 ZUFMS ÚMIDA","x","CRU160","nenhum","nenhum","Sylviocarcinus australis Magalhães e Turkay, 1996","Sylviocarcinus australis","Magalhães e Turkay, 1996","Animalia","Arthropoda","Crustacea","Malacostraca","Decapoda","Trichodactylidae","Sylviocarcinus","x","australis","x","espécie","aceito","x","x","ICZN","x","Marini, A. C.","1995-06-02","voucher","x","x","x","28","05","1995","x","x","28.V.1995","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'00""S","57°00'00""W","-19.566667","-57.000000","x","WGS84","x",85,85,"Rio Miranda","x","x","x","animal inteiro (ETOH 70%)",24,"4 fêmea; 20 macho","x","x","x","selvagem","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-CRU00094","x"
